year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,marst,hispan,hispand,hcovpriv,hinscare,educ,educd,empstat,empstatd,inctot,incwage,incearn
2019,201901,280,2019010016484,16,2019000002801,200001,4,1,16,2,21,6,1,100,1,1,6,63,1,10,1600,1600,1600
2019,201901,586,2019010036028,70,2019000005861,120001,4,1,70,2,26,6,0,0,2,1,10,101,1,10,2500,2500,2500
2019,201901,1570,2019010099472,68,2019000015701,260001,3,1,68,1,32,6,0,0,1,1,6,64,3,30,49000,49000,49000
2019,201901,1605,2019010101319,3,2019000016051,200001,4,1,3,1,22,6,0,0,1,1,5,50,1,10,14500,14500,14500
2019,201901,2646,2019000018625,79,2019000026461,30101,1,1,80,2,31,6,0,0,2,1,10,101,1,10,70000,70000,70000
2019,201901,2701,2019000022731,39,2019000027011,270101,1,2,28,1,31,1,0,0,2,1,10,101,1,10,28000,28000,28000
2019,201901,2950,2019000040150,61,2019000029501,270101,1,3,165,1,35,6,0,0,1,1,6,63,1,10,930,930,930
2019,201901,3339,2019000067162,24,2019000033391,250001,1,4,58,2,34,1,0,0,2,1,7,71,1,10,46000,46000,46000
2019,201901,3370,2019000069130,88,2019000033701,20001,1,1,88,2,48,1,0,0,2,1,10,101,1,10,120000,120000,120000
2019,201901,3437,2019000073166,32,2019000034371,70001,1,1,32,1,52,4,0,0,2,1,7,71,1,10,29700,29700,29700
2019,201901,3457,2019000074470,116,2019000034571,130501,1,1,116,2,48,1,0,0,2,1,10,101,1,10,118000,118000,118000
2019,201901,3758,2019000095110,115,2019000037581,260001,1,2,122,2,55,1,0,0,2,1,11,114,1,10,10000,10000,10000
2019,201901,3805,2019000097827,17,2019000038051,250001,1,1,17,1,58,1,0,0,2,1,6,63,1,10,56000,56000,56000
2019,201901,3913,2019000105645,60,2019000039131,170001,1,1,61,1,45,1,0,0,2,1,11,114,1,10,90000,90000,90000
2019,201901,3947,2019000107631,65,2019000039471,120001,1,2,63,2,58,1,0,0,2,1,10,101,1,10,175000,175000,175000
2019,201901,4688,2019000158533,80,2019000046881,120001,1,2,88,1,55,1,0,0,2,1,10,101,1,10,112000,68000,68000
2019,201901,4926,2019000174226,12,2019000049261,250001,1,1,11,2,64,4,0,0,2,1,10,101,1,10,47000,29000,29000
2019,201901,5006,2019000179720,42,2019000050061,30201,1,1,42,2,45,4,0,0,2,1,10,101,1,10,47000,36000,36000
2019,201901,5158,2019000189852,60,2019000051581,270101,1,1,60,1,51,1,0,0,2,1,11,115,1,10,418000,368000,416000
2019,201901,5828,2019000234559,32,2019000058281,210001,1,1,32,1,26,1,0,0,2,1,11,114,1,10,67000,60000,60000
2019,201901,6693,2019000293897,22,2019000066931,250001,1,1,21,1,68,1,0,0,2,2,7,71,1,10,55000,8000,8000
2019,201901,6798,2019000301307,47,2019000067981,140001,1,2,73,2,60,1,0,0,1,1,6,64,1,10,7000,7000,7000
2019,201901,7018,2019000315705,79,2019000070181,80001,1,1,79,2,27,6,0,0,2,1,10,101,1,10,60000,60000,60000
2019,201901,7178,2019000326152,64,2019000071781,130501,1,2,89,2,32,6,0,0,2,1,6,63,1,10,20000,20000,20000
2019,201901,7265,2019000331467,35,2019000072651,120001,1,2,34,1,53,1,0,0,2,1,7,71,1,10,65000,65000,65000
2019,201901,7549,2019000352520,101,2019000075491,110001,1,1,100,2,52,4,0,0,2,1,8,81,1,10,65010,65000,65000
2019,201901,7875,2019000376468,20,2019000078751,210001,1,1,21,1,60,4,0,0,2,1,6,65,1,10,39000,39000,39000
2019,201901,8028,2019000388062,174,2019000080281,210001,1,2,161,1,29,1,0,0,2,1,8,81,1,10,45000,45000,45000
2019,201901,8145,2019000397217,12,2019000081451,230001,1,1,12,1,36,1,0,0,2,1,10,101,1,10,52000,52000,52000
2019,201901,8433,2019000416991,54,2019000084331,130301,1,1,54,1,61,1,0,0,2,1,11,114,1,10,139000,139000,139000
2019,201901,8500,2019000421258,116,2019000085001,140001,1,2,221,2,50,1,0,0,2,1,10,101,1,10,41000,41000,41000
2019,201901,8918,2019000451161,48,2019000089181,130201,1,2,89,1,24,6,0,0,2,1,6,63,1,10,30000,30000,30000
2019,201901,8995,2019000456918,155,2019000089951,150001,1,1,154,1,58,1,0,0,2,1,10,101,1,10,50000,50000,50000
2019,201901,9476,2019000490697,87,2019000094761,30101,1,1,88,2,35,6,0,0,1,1,6,63,1,10,5000,5000,5000
2019,201901,9530,2019000493973,33,2019000095301,20001,1,1,34,1,31,1,0,0,2,1,11,114,1,10,74000,74000,74000
2019,201901,9896,2019000518484,64,2019000098961,90001,1,1,64,1,52,1,0,0,2,1,8,81,1,10,75800,75000,75800
2019,201901,10612,2019000568556,86,2019000106121,20001,1,2,225,2,33,1,0,0,2,1,11,114,3,30,10000,10000,10000
2019,201901,10673,2019000573237,79,2019000106731,120001,1,2,59,2,51,1,0,0,2,1,6,63,1,10,32000,32000,32000
2019,201901,10703,2019000575080,102,2019000107031,270301,1,3,203,1,21,6,0,0,2,1,6,65,1,10,18700,18700,18700
2019,201901,10962,2019000593290,39,2019000109621,240001,1,3,44,2,37,4,0,0,1,1,3,30,1,10,32000,32000,32000
2019,201901,11057,2019000600158,25,2019000110571,250001,1,2,20,1,56,1,0,0,2,1,8,81,1,10,99000,99000,99000
2019,201901,11125,2019000604886,62,2019000111251,150001,1,1,62,1,30,6,0,0,2,1,7,71,1,10,70300,70000,70000
2019,201901,11390,2019000623267,27,2019000113901,230001,1,2,30,1,42,1,0,0,2,1,6,65,1,10,120000,120000,120000
2019,201901,11583,2019000635599,134,2019000115831,90001,1,1,134,2,21,6,0,0,2,1,2,26,1,10,10000,10000,10000
2019,201901,11926,2019000659448,25,2019000119261,200001,1,1,26,2,41,6,0,0,2,1,11,115,1,12,58000,58000,58000
2019,201901,11942,2019000660445,261,2019000119421,50001,1,2,235,2,28,1,0,0,2,1,11,114,1,10,95000,95000,95000
2019,201901,11948,2019000660703,75,2019000119481,30101,1,3,72,2,41,6,0,0,2,1,11,114,2,20,20400,20400,20400
2019,201901,12143,2019000675101,121,2019000121431,30201,1,3,93,1,34,6,0,0,2,1,7,71,1,10,38000,38000,38000
2019,201901,12617,2019000708321,83,2019000126171,70001,1,2,66,2,42,1,0,0,2,1,10,101,3,30,53000,53000,53000
2019,201901,12705,2019000714613,207,2019000127051,190001,1,2,246,1,62,1,0,0,2,1,10,101,1,10,20300,20300,20300
2019,201901,12866,2019000724628,90,2019000128661,200001,1,1,89,1,71,1,0,0,2,2,10,101,1,10,100000,74000,74000
2019,201901,13269,2019000752143,13,2019000132691,50001,1,1,13,1,24,6,1,100,1,1,7,71,1,10,32000,32000,32000
2019,201901,13739,2019000787074,116,2019000137391,120001,1,1,115,1,62,1,0,0,2,1,6,63,1,10,27000,27000,27000
2019,201901,13752,2019000787554,137,2019000137521,160001,1,2,115,2,22,6,0,0,2,1,6,63,1,10,6000,6000,6000
2019,201901,13847,2019000795357,171,2019000138471,160001,1,1,171,2,60,1,0,0,2,1,8,81,1,12,74000,70000,70000
2019,201901,14024,2019000806271,224,2019000140241,30201,1,2,215,2,21,6,0,0,2,1,6,65,1,10,5200,5200,5200
2019,201901,14227,2019000820236,187,2019000142271,210001,1,2,302,2,46,1,0,0,2,1,10,101,1,12,35000,35000,35000
2019,201901,14421,2019000833370,12,2019000144211,70001,1,1,13,1,53,1,0,0,2,1,8,81,1,10,40000,40000,40000
2019,201901,14625,2019000847914,111,2019000146251,190001,1,2,95,2,58,1,0,0,2,1,7,71,3,30,23400,2200,2200
2019,201901,14775,2019000859204,81,2019000147751,60001,1,1,81,1,60,1,0,0,2,1,6,63,1,10,57800,55000,55000
2019,201901,15067,2019000879541,92,2019000150671,200001,1,2,105,2,60,1,0,0,2,1,10,101,1,10,19000,10000,19000
2019,201901,15262,2019000891631,75,2019000152621,120001,1,3,121,1,32,1,0,0,1,1,6,65,1,10,1200,1200,1200
2019,201901,16145,2019000953748,33,2019000161451,40001,1,1,32,2,41,4,0,0,2,1,8,81,1,10,40000,40000,40000
2019,201901,16393,2019000971877,37,2019000163931,90001,1,3,113,1,28,6,0,0,2,1,6,63,1,10,20000,20000,20000
2019,201901,16624,2019000988975,145,2019000166241,20001,1,4,231,2,63,4,0,0,2,1,7,71,1,10,50000,50000,50000
2019,201901,16764,2019000999542,15,2019000167641,250001,1,1,15,2,66,4,0,0,2,2,6,63,3,30,49550,35900,35900
2019,201901,16842,2019001003825,27,2019000168421,270301,1,1,27,1,67,4,0,0,2,2,6,64,1,10,150000,123000,123000
2019,201901,16960,2019001012442,10,2019000169601,250001,1,1,10,1,47,1,0,0,2,1,6,65,1,12,72900,40500,40500
2019,201901,17231,2019001030226,81,2019000172311,130501,1,2,72,2,57,1,0,0,2,1,6,63,1,10,42000,42000,42000
2019,201901,17418,2019001041824,29,2019000174181,170001,1,1,29,2,52,4,0,0,2,1,10,101,1,10,56600,53000,53000
2019,201901,17436,2019001043061,162,2019000174361,200001,1,1,162,1,52,3,0,0,1,1,7,71,1,10,45000,45000,45000
2019,201901,17561,2019001052633,21,2019000175611,60001,1,1,22,2,63,4,0,0,2,1,10,101,1,10,200020,200000,200000
2019,201901,17748,2019001067754,161,2019000177481,270301,1,1,161,1,67,4,0,0,2,1,6,65,1,10,127000,127000,127000
2019,201901,18271,2019001106758,360,2019000182711,20001,1,1,360,1,49,1,0,0,2,1,11,114,1,10,101000,101000,101000
2019,201901,18274,2019001106848,22,2019000182741,250001,1,1,22,2,49,6,0,0,1,1,6,64,1,10,13000,13000,13000
2019,201901,18420,2019001117107,37,2019000184201,120001,1,3,86,1,20,6,0,0,2,1,7,71,1,10,10400,10400,10400
2019,201901,18514,2019001123098,48,2019000185141,200001,1,1,48,2,67,5,0,0,2,2,10,101,1,10,98000,74000,74000
2019,201901,18648,2019001132534,62,2019000186481,30201,1,2,52,2,49,1,0,0,2,1,6,63,1,10,42700,42700,42700
2019,201901,18854,2019001146906,70,2019000188541,130401,1,1,70,1,54,5,0,0,1,1,8,81,1,10,18000,18000,18000
2019,201901,18931,2019001152755,48,2019000189311,180001,1,1,49,1,60,1,0,0,2,1,6,63,1,10,45000,45000,45000
2019,201901,19264,2019001174751,190,2019000192641,10001,1,1,190,1,54,1,0,0,2,1,6,63,1,10,70000,70000,70000
2019,201901,19277,2019001175482,18,2019000192771,150001,1,1,17,1,29,6,0,0,2,1,6,63,1,10,55000,55000,55000
2019,201901,19331,2019001179560,91,2019000193311,160001,1,2,165,2,51,5,0,0,2,1,10,101,1,10,39000,39000,39000
2019,201901,19374,2019001183412,24,2019000193741,90001,1,1,24,2,60,4,0,0,2,1,6,65,1,10,46000,45000,45000
2019,201901,20270,2019001246067,156,2019000202701,230001,1,2,182,2,36,1,0,0,2,1,6,65,1,10,38000,38000,38000
2019,201901,20316,2019001248930,15,2019000203161,40001,1,1,15,2,79,4,0,0,2,2,6,63,1,10,12600,12600,12600
2019,201901,20651,2019001272621,28,2019000206511,200001,1,2,28,2,22,1,0,0,2,1,10,101,2,20,9000,9000,9000
2019,201901,20659,2019001273261,118,2019000206591,270301,1,1,118,2,26,2,0,0,2,1,10,101,1,10,20000,20000,20000
2019,201901,20710,2019001276281,77,2019000207101,240001,1,1,77,2,72,5,0,0,2,2,3,30,1,10,23900,4000,4000
2019,201901,21243,2019001312525,257,2019000212431,190001,1,1,258,2,38,1,0,0,2,1,10,101,1,10,58000,53000,53000
2019,201901,21265,2019001314642,75,2019000212651,130301,1,3,101,1,35,4,0,0,1,1,6,64,1,10,5800,5800,5800
2019,201901,21622,2019001338804,72,2019000216221,250001,1,2,60,2,47,1,0,0,1,1,7,71,2,20,41000,35000,35000
2019,201901,21877,2019001357915,93,2019000218771,180001,1,2,195,2,46,1,0,0,2,1,6,63,1,10,66500,25000,25000
2019,201901,22137,2019001376434,98,2019000221371,120001,1,1,98,2,62,1,0,0,2,1,11,114,1,10,60000,60000,60000
2019,201901,22169,2019001378774,16,2019000221691,250001,1,2,16,1,40,1,0,0,2,1,10,101,1,10,72000,72000,72000
2019,201901,22184,2019001379853,44,2019000221841,200001,1,1,44,2,52,6,0,0,2,1,6,64,1,10,30000,30000,30000
2019,201901,22369,2019001392088,10,2019000223691,10001,1,2,18,1,38,6,0,0,2,1,6,63,1,10,65000,65000,65000
2019,201901,22510,2019001401321,26,2019000225101,90001,1,2,17,1,46,1,0,0,2,1,6,63,1,10,70000,70000,70000
2019,201901,22952,2019010086954,36,2019000229521,40002,4,1,36,1,52,5,1,100,2,1,6,64,1,10,75200,65000,65000
2019,201901,23343,2019000095373,28,2019000233431,40002,1,1,28,1,64,1,0,0,1,1,7,71,1,10,39600,38000,38000
2019,201901,23509,2019000197879,95,2019000235091,20002,1,1,94,2,62,4,0,0,2,1,8,81,1,10,36000,36000,36000
2019,201901,23719,2019000321685,151,2019000237191,10202,1,1,150,2,31,1,0,0,2,1,6,65,1,10,58000,57000,57000
2019,201901,23819,2019000384850,19,2019000238191,40002,1,1,19,2,64,5,0,0,2,1,6,65,1,12,49600,48000,48000
2019,201901,23848,2019000397818,63,2019000238481,20002,1,1,63,1,57,1,0,0,2,1,10,101,1,10,345000,345000,345000
2019,201901,23905,2019000434024,40,2019000239051,20002,1,2,33,2,36,1,0,0,2,1,10,101,1,10,83400,87000,83400
2019,201901,24002,2019000494262,145,2019000240021,10102,1,2,142,2,47,1,0,0,2,1,11,114,1,10,30000,30000,30000
2019,201901,24091,2019000554007,27,2019000240911,40002,1,2,29,1,25,6,0,0,1,1,7,71,2,20,13400,6300,6300
2019,201901,24188,2019000621005,48,2019000241881,20002,1,3,108,1,40,6,0,0,1,1,6,63,1,10,40000,40000,40000
2019,201901,24539,2019000830079,161,2019000245391,30002,1,1,161,1,64,4,0,0,1,1,8,81,1,10,39600,20000,20000
2019,201901,24563,2019000847703,102,2019000245631,20002,1,3,274,1,49,6,0,0,2,1,6,63,1,10,66510,65000,65000
2019,201901,24604,2019000871979,26,2019000246041,40002,1,1,26,1,60,6,0,0,1,1,6,63,1,10,29500,26300,26300
2019,201901,24708,2019000945877,22,2019000247081,40002,1,2,18,1,63,1,0,0,1,1,6,63,1,10,107600,100000,100000
2019,201901,24947,2019001108116,66,2019000249471,20002,5,2,120,2,39,6,0,0,1,1,11,114,1,10,13000,13000,13000
2019,201901,25282,2019001311543,19,2019000252821,40002,1,2,34,2,22,6,0,0,1,1,6,63,2,20,1700,100,100
2019,201901,25541,2019010004003,7,2019000255411,11504,4,1,7,1,20,6,0,0,1,1,7,71,1,10,3000,3000,3000
2019,201901,26618,2019010054217,9,2019000266181,40004,4,1,9,2,25,6,1,100,1,1,6,63,1,10,7100,7100,7100
2019,201901,26816,2019010063773,9,2019000268161,12604,4,1,9,2,23,6,0,0,2,1,10,101,1,10,6500,6500,6500
2019,201901,27043,2019010075169,65,2019000270431,40004,4,1,65,1,20,6,0,0,2,1,7,71,1,10,5000,5000,5000
2019,201901,27373,2019010090747,21,2019000273731,12504,4,1,21,1,44,4,0,0,2,1,6,63,1,10,1500,1500,1500
2019,201901,27406,2019010092409,20,2019000274061,40004,4,1,20,2,60,4,0,0,1,1,6,63,1,10,7200,7200,7200
2019,201901,27630,2019010102844,47,2019000276301,90004,4,1,47,1,21,6,0,0,2,1,7,71,1,14,24000,24000,24000
2019,201901,27746,2019010109049,42,2019000277461,40004,4,1,42,2,23,6,0,0,2,1,7,71,1,10,900,900,900
2019,201901,27967,2019010118575,29,2019000279671,11904,4,1,29,1,44,4,0,0,2,1,6,63,1,10,1500,1500,1500
2019,201901,28710,2019000002342,71,2019000287101,90004,1,4,87,1,20,6,1,100,1,1,8,81,1,10,17000,17000,17000
2019,201901,28747,2019000004128,49,2019000287471,10304,1,2,76,2,35,6,0,0,1,1,8,81,1,10,24400,24400,24400
2019,201901,29180,2019000028805,48,2019000291801,11504,1,3,105,1,59,4,0,0,1,1,8,81,1,10,52000,20000,20000
2019,201901,29244,2019000032992,126,2019000292441,12104,1,5,176,1,22,6,1,100,1,1,6,63,1,10,1800,1800,1800
2019,201901,29275,2019000034551,74,2019000292751,12504,1,5,98,1,22,6,0,0,2,1,8,81,3,30,20000,20000,20000
2019,201901,29698,2019000057347,82,2019000296981,12804,1,2,81,2,35,1,0,0,2,1,11,114,1,10,92000,92000,92000
2019,201901,29814,2019000063807,28,2019000298141,20504,1,1,28,2,65,6,0,0,1,2,7,71,1,10,70000,60000,60000
2019,201901,29825,2019000064112,175,2019000298251,20804,1,1,175,2,57,4,0,0,1,1,7,71,3,30,18600,7200,7200
2019,201901,29880,2019000066967,105,2019000298801,50004,1,1,106,2,40,6,0,0,2,1,6,65,1,12,68000,68000,68000
2019,201901,30036,2019000074715,48,2019000300361,11604,1,1,49,1,33,6,0,0,1,1,7,71,3,30,20900,20900,20900
2019,201901,30080,2019000076768,73,2019000300801,10504,1,1,73,1,68,1,0,0,2,2,10,101,1,10,130000,130000,130000
2019,201901,31361,2019000143221,53,2019000313611,12204,1,1,53,1,43,1,1,100,1,1,6,61,1,10,20600,20600,20600
2019,201901,31381,2019000144201,69,2019000313811,10504,1,2,69,2,47,1,0,0,2,1,11,114,1,10,75000,65000,65000
2019,201901,31385,2019000144357,30,2019000313851,11304,1,2,30,2,57,1,0,0,2,1,8,81,1,10,70000,70000,70000
2019,201901,31389,2019000144567,91,2019000313891,11204,1,2,93,1,39,1,0,0,2,1,7,71,1,10,45000,45000,45000
2019,201901,31414,2019000145910,41,2019000314141,11704,1,1,40,1,43,4,0,0,2,1,7,71,1,10,20000,20000,20000
2019,201901,31646,2019000157817,82,2019000316461,10004,1,1,83,2,57,5,0,0,2,1,7,71,1,10,165000,65000,65000
2019,201901,31725,2019000162231,75,2019000317251,90004,1,2,84,1,64,1,0,0,2,1,7,71,1,10,48500,26000,26000
2019,201901,31738,2019000162754,56,2019000317381,10704,1,1,56,1,57,1,0,0,2,1,10,101,1,10,449000,389000,389000
2019,201901,32018,2019000176542,77,2019000320181,12904,1,1,78,1,35,1,0,0,2,1,11,114,1,10,65100,62000,62000
2019,201901,32063,2019000178862,67,2019000320631,70004,1,2,72,2,27,6,1,100,2,1,7,71,1,10,23000,23000,23000
2019,201901,32246,2019000187331,97,2019000322461,20504,1,2,97,2,70,1,0,0,2,2,11,116,1,10,88000,42000,42000
2019,201901,32538,2019000200878,67,2019000325381,12604,1,1,67,1,39,1,0,0,2,1,7,71,1,10,90000,90000,90000
2019,201901,32587,2019000203637,66,2019000325871,10604,1,1,66,2,30,1,0,0,2,1,6,63,1,10,50000,50000,50000
2019,201901,33050,2019000227626,108,2019000330501,10904,1,3,176,1,25,6,0,0,2,1,10,101,1,10,150000,140000,140000
2019,201901,33078,2019000228874,89,2019000330781,20704,1,1,90,2,20,6,0,0,2,1,6,63,1,10,5000,5000,5000
2019,201901,33584,2019000254091,39,2019000335841,50004,1,1,39,2,21,6,0,0,2,1,7,71,3,30,2300,2300,2300
2019,201901,33687,2019000259437,13,2019000336871,30004,1,1,13,2,54,1,0,0,1,1,7,71,1,10,13000,13000,13000
2019,201901,33713,2019000260711,86,2019000337131,11104,1,1,86,1,66,1,0,0,1,2,10,101,1,10,36000,36000,36000
2019,201901,33826,2019000266216,66,2019000338261,90004,1,2,77,1,43,1,0,0,2,1,7,71,1,10,126000,126000,126000
2019,201901,34207,2019000284982,86,2019000342071,30004,1,2,90,1,71,4,0,0,2,2,8,81,1,10,33800,17000,17000
2019,201901,34230,2019000286074,55,2019000342301,10804,1,2,60,2,54,1,0,0,2,1,10,101,1,10,62000,60000,62000
2019,201901,34299,2019000288905,120,2019000342991,12904,1,2,112,2,51,1,0,0,2,1,8,81,1,10,12500,12500,12500
2019,201901,34306,2019000289536,215,2019000343061,20104,1,4,121,1,25,6,0,0,2,1,10,101,1,10,72000,72000,72000
2019,201901,34465,2019000297521,66,2019000344651,12604,1,2,74,1,53,1,0,0,2,1,6,63,1,10,41000,41000,41000
2019,201901,34546,2019000301124,67,2019000345461,20704,1,2,98,1,24,6,1,100,2,1,6,63,1,10,35000,35000,35000
2019,201901,34811,2019000314451,286,2019000348111,70004,1,1,287,1,47,1,0,0,2,1,6,65,2,20,64000,64000,64000
2019,201901,35225,2019000334675,96,2019000352251,80304,1,2,80,2,57,1,0,0,2,1,6,63,1,10,25000,25000,25000
2019,201901,35449,2019000345155,53,2019000354491,10104,1,1,53,2,62,5,0,0,2,1,6,63,1,10,65000,65000,65000
2019,201901,35467,2019000345902,34,2019000354671,11704,1,2,41,1,34,4,0,0,1,1,7,71,1,10,24000,19000,19000
2019,201901,35506,2019000347878,65,2019000355061,11504,1,1,65,2,59,4,0,0,2,1,7,71,1,10,24000,24000,24000
2019,201901,35586,2019000351682,173,2019000355861,12404,1,3,218,2,27,6,3,300,2,1,10,101,1,10,40000,40000,40000
2019,201901,35782,2019000362157,315,2019000357821,12104,1,3,312,1,21,6,1,100,1,1,7,71,1,10,24400,24400,24400
2019,201901,35900,2019000367985,71,2019000359001,40004,1,6,117,1,28,6,0,0,1,1,7,71,1,10,58000,58000,58000
2019,201901,35945,2019000370222,246,2019000359451,40004,1,2,198,2,31,1,0,0,2,1,10,101,1,10,48000,47000,48000
2019,201901,35972,2019000371586,94,2019000359721,20504,1,1,93,2,37,1,0,0,2,1,11,114,1,10,75000,75000,75000
2019,201901,36000,2019000372736,59,2019000360001,11104,1,1,58,1,51,4,0,0,2,1,11,114,1,10,102000,102000,102000
2019,201901,36031,2019000374364,124,2019000360311,60004,1,2,96,2,56,4,0,0,1,1,6,63,1,10,40000,40000,40000
2019,201901,36239,2019000385300,61,2019000362391,12304,1,2,58,2,24,1,0,0,2,1,6,63,1,10,25000,25000,25000
2019,201901,36242,2019000385486,135,2019000362421,80704,1,1,135,2,32,1,0,0,2,1,7,71,1,10,42000,42000,42000
2019,201901,36298,2019000388202,62,2019000362981,20304,1,1,62,2,57,1,1,100,2,1,6,64,1,10,32000,32000,32000
2019,201901,36299,2019000388212,418,2019000362991,13304,1,1,418,2,48,1,0,0,2,1,7,71,1,10,30000,30000,30000
2019,201901,36510,2019000398021,57,2019000365101,20104,1,2,51,2,28,1,1,100,2,1,6,63,1,10,35000,35000,35000
2019,201901,36714,2019000409008,316,2019000367141,20104,1,1,316,1,26,1,1,100,2,1,6,63,1,10,40000,40000,40000
2019,201901,37111,2019000429980,113,2019000371111,11204,1,1,112,2,29,6,0,0,2,1,10,101,1,10,28000,28000,28000
2019,201901,37244,2019000436013,64,2019000372441,40004,1,2,39,1,31,1,0,0,2,1,6,63,1,10,21300,21300,21300
2019,201901,37776,2019000462055,188,2019000377761,20304,1,2,150,2,55,1,0,0,2,1,8,81,1,10,65000,65000,65000
2019,201901,37996,2019000474069,48,2019000379961,20604,1,1,47,2,42,6,0,0,1,2,8,81,1,10,20800,6000,6000
2019,201901,38098,2019000478745,79,2019000380981,20604,1,1,79,2,53,4,0,0,2,1,10,101,1,10,180000,180000,180000
2019,201901,38193,2019000483732,59,2019000381931,11704,1,2,57,2,56,4,0,0,1,1,11,115,1,10,12000,12000,12000
2019,201901,38232,2019000485500,46,2019000382321,13204,1,2,47,2,28,1,0,0,2,1,10,101,1,10,67000,67000,67000
2019,201901,38492,2019000497391,84,2019000384921,11304,1,2,94,1,56,4,0,0,2,1,7,71,1,10,144000,144000,144000
2019,201901,38835,2019000515659,312,2019000388351,80704,1,2,407,2,44,1,0,0,2,1,6,63,1,10,15600,15600,15600
2019,201901,39077,2019000527131,59,2019000390771,90004,1,3,52,2,22,6,0,0,2,1,7,71,1,10,13200,13200,13200
2019,201901,39260,2019000535274,77,2019000392601,11204,1,2,82,1,33,6,0,0,2,1,10,101,1,10,55000,55000,55000
2019,201901,39321,2019000538463,57,2019000393211,60004,1,2,57,1,62,1,0,0,2,1,6,63,1,10,65000,65000,65000
2019,201901,39573,2019000552268,53,2019000395731,11804,1,1,52,2,43,4,0,0,1,1,10,101,1,10,70000,40000,70000
2019,201901,39871,2019000568611,30,2019000398711,11304,1,6,43,1,50,2,0,0,2,1,10,101,1,10,86000,86000,86000
2019,201901,39900,2019000570163,75,2019000399001,10804,1,1,75,2,48,4,0,0,2,1,11,115,1,10,168000,168000,168000
2019,201901,39904,2019000570320,78,2019000399041,12304,1,2,80,2,45,1,1,100,2,1,6,61,1,10,32200,30200,30200
2019,201901,40090,2019000578626,99,2019000400901,40004,1,2,85,2,26,6,0,0,2,1,10,101,1,10,20000,20000,20000
2019,201901,40110,2019000579643,83,2019000401101,12104,1,1,83,2,34,1,1,100,1,1,6,63,1,10,17400,17400,17400
2019,201901,40176,2019000583328,167,2019000401761,40004,1,1,167,2,26,6,1,100,1,1,7,71,1,10,16300,16300,16300
2019,201901,40459,2019000598472,61,2019000404591,12904,1,1,61,1,63,2,0,0,2,1,10,101,1,10,40000,28000,28000
2019,201901,40572,2019000604353,73,2019000405721,80004,1,2,71,2,26,1,0,0,2,1,6,65,1,10,10000,10000,10000
2019,201901,40966,2019000623205,52,2019000409661,11804,1,1,52,2,24,6,0,0,2,1,10,101,1,10,66000,66000,66000
2019,201901,41345,2019000643088,53,2019000413451,60004,1,2,56,1,57,1,0,0,2,1,6,63,1,10,135800,135000,135000
2019,201901,41739,2019000663699,114,2019000417391,12704,1,1,113,1,35,6,0,0,2,1,8,81,1,10,33000,33000,33000
2019,201901,41965,2019000675311,57,2019000419651,10504,1,1,57,2,28,1,0,0,1,1,6,63,1,10,10200,6000,6000
2019,201901,42009,2019000677284,61,2019000420091,11704,1,2,48,2,45,1,0,0,2,1,10,101,1,10,110000,110000,110000
2019,201901,42093,2019000681955,126,2019000420931,20204,1,1,126,2,41,2,1,100,2,1,11,114,1,10,62000,62000,62000
2019,201901,42401,2019000698000,76,2019000424011,12304,1,6,117,2,25,1,1,100,1,1,10,101,1,10,25000,25000,25000
2019,201901,42471,2019000701461,128,2019000424711,10804,1,1,127,1,44,1,0,0,2,1,10,101,1,10,102000,102000,102000
2019,201901,42772,2019000717286,121,2019000427721,12404,1,1,121,2,48,6,1,100,2,1,6,63,1,10,22500,22500,22500
2019,201901,42845,2019000720436,87,2019000428451,13004,1,2,70,2,53,1,0,0,1,1,0,2,1,10,19000,19000,19000
2019,201901,43042,2019000729893,256,2019000430421,10404,1,1,256,2,39,6,0,0,2,1,7,71,1,10,130000,130000,130000
2019,201901,43187,2019000737244,97,2019000431871,12904,1,2,86,1,33,1,0,0,2,1,11,115,1,10,95000,95000,95000
2019,201901,43401,2019000748391,41,2019000434011,12804,1,1,41,2,29,1,0,0,2,1,10,101,1,10,20000,20000,20000
2019,201901,43596,2019000759279,47,2019000435961,11304,1,1,48,1,38,2,0,0,2,1,10,101,1,10,150000,150000,150000
2019,201901,43852,2019000771746,82,2019000438521,10904,1,1,81,1,25,6,4,413,2,1,10,101,1,10,97000,97000,97000
2019,201901,43885,2019000773123,110,2019000438851,12904,1,2,102,2,52,1,0,0,2,1,10,101,1,10,100000,100000,100000
2019,201901,43947,2019000776169,49,2019000439471,70004,1,2,110,1,49,4,0,0,2,1,8,81,1,10,27000,27000,27000
2019,201901,44095,2019000784300,62,2019000440951,10504,1,2,115,1,25,6,0,0,2,1,6,65,1,10,25000,25000,25000
2019,201901,44175,2019000787790,68,2019000441751,20404,1,1,68,1,56,4,0,0,2,1,11,116,1,10,70000,70000,70000
2019,201901,44367,2019000798792,95,2019000443671,10104,1,1,95,2,70,5,0,0,1,2,10,101,1,10,134000,105000,105000
2019,201901,44406,2019000800974,63,2019000444061,13204,1,1,63,2,36,1,0,0,2,1,6,65,1,10,38000,38000,38000
2019,201901,44466,2019000803730,225,2019000444661,10804,1,1,225,1,73,3,0,0,1,2,10,101,1,10,208000,150000,165000
