host_id,host_since,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,room_type,bathrooms,accommodates,bedrooms,square_feet,price,number_of_reviews,has_availability,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4234343,2012-11-24,N/A,FALSE,1,1,Little Portugal,Entire home/apt,3,6,3,NA,109,4,TRUE,100,10,10,10,10,10,10
16672293,2014-06-11,within an hour,TRUE,3,3,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,170,22,TRUE,98,10,9,10,10,10,10
2199822,2012-04-22,within an hour,FALSE,3,3,Moss Park,Entire home/apt,1,6,1,NA,89,229,TRUE,93,10,9,10,10,10,10
2199822,2012-04-22,within an hour,FALSE,3,3,Moss Park,Entire home/apt,1,6,2,NA,99,286,TRUE,94,10,10,10,10,10,10
2199822,2012-04-22,within an hour,FALSE,3,3,Moss Park,Entire home/apt,2,12,3,NA,235,200,TRUE,95,10,10,10,10,10,10
8289560,2013-08-20,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,121,4,TRUE,100,10,10,10,10,10,10
38711670,2015-07-16,within an hour,TRUE,1,1,Moss Park,Entire home/apt,1,2,1,NA,225,62,TRUE,99,10,10,10,10,10,9
55843503,2016-01-23,within an hour,FALSE,1,1,North St.James Town,Private room,1,2,1,NA,99,53,TRUE,100,10,10,10,10,10,10
55906756,2016-01-24,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,2,0,NA,85,4,TRUE,100,10,10,10,10,10,10
55933118,2016-01-24,within a day,FALSE,1,1,High Park-Swansea,Entire home/apt,2,4,2,NA,231,22,TRUE,97,10,10,10,10,10,10
1394539,2011-11-10,within an hour,FALSE,4,4,Cabbagetown-South St.James Town,Entire home/apt,1,4,1,NA,121,225,TRUE,96,10,9,10,10,10,10
40335031,2015-08-02,N/A,FALSE,1,1,Bayview Village,Entire home/apt,1,1,0,NA,78,10,TRUE,100,10,10,10,10,9,10
17834182,2014-07-08,within a few hours,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,7,2,NA,285,22,TRUE,88,9,8,9,9,10,9
1769386,2012-02-18,N/A,FALSE,2,2,Moss Park,Entire home/apt,1,2,1,NA,133,33,TRUE,96,10,9,10,10,10,10
3740441,2012-10-02,within a day,FALSE,1,1,Dufferin Grove,Entire home/apt,1,6,3,NA,274,4,TRUE,95,10,10,10,10,10,10
34268583,2015-05-26,N/A,FALSE,2,2,The Beaches,Private room,1,2,1,NA,65,12,TRUE,85,10,9,9,9,10,9
4077041,2012-11-06,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,2,NA,225,5,TRUE,88,9,7,10,10,10,9
19461277,2014-08-04,within an hour,FALSE,23,23,Church-Yonge Corridor,Entire home/apt,1,4,0,NA,99,401,TRUE,87,9,9,10,10,9,9
1523473,2011-12-20,within a day,FALSE,1,1,Weston-Pellam Park,Private room,1,2,1,NA,68,79,TRUE,98,10,10,10,10,9,10
56181713,2016-01-26,N/A,FALSE,2,2,Regent Park,Entire home/apt,2,4,2,NA,219,2,TRUE,100,10,10,10,10,10,10
5952691,2013-04-16,N/A,FALSE,2,2,Dufferin Grove,Entire home/apt,1.5,4,2,NA,150,1,TRUE,100,10,8,10,10,10,10
8830982,2013-09-14,within an hour,FALSE,1,1,Humewood-Cedarvale,Entire home/apt,1,4,2,NA,199,5,TRUE,100,10,10,10,10,10,9
1171437,2011-09-17,within a few hours,TRUE,2,2,Annex,Entire home/apt,1,4,1,NA,90,44,TRUE,100,10,10,10,10,10,10
3935644,2012-10-21,N/A,FALSE,1,1,Dufferin Grove,Entire home/apt,1,2,1,NA,77,2,TRUE,90,8,7,10,10,10,9
13207890,2014-03-17,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,2,1,NA,80,6,TRUE,87,9,8,10,10,9,9
21813745,2014-09-26,N/A,FALSE,1,1,High Park-Swansea,Entire home/apt,2,4,2,NA,164,11,TRUE,100,10,10,10,10,10,10
43563,2009-10-05,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,2,1,NA,87,63,TRUE,95,10,10,10,10,9,9
30735558,2015-04-06,N/A,FALSE,1,1,Bedford Park-Nortown,Private room,1,2,1,NA,65,2,TRUE,100,10,9,10,10,9,9
56641718,2016-01-29,within an hour,FALSE,1,1,Kensington-Chinatown,Entire home/apt,1,2,1,NA,150,5,TRUE,88,10,10,10,10,10,9
19600239,2014-08-06,N/A,FALSE,1,1,Willowdale West,Entire home/apt,2,5,3,NA,121,6,TRUE,100,10,9,10,10,10,9
18762483,2014-07-23,within an hour,TRUE,1,1,Islington-City Centre West,Entire home/apt,1,2,1,NA,76,45,TRUE,98,10,10,10,10,10,10
56709498,2016-01-30,within a day,FALSE,2,2,South Riverdale,Entire home/apt,1,3,2,NA,212,23,TRUE,96,10,8,10,10,10,9
16479090,2014-06-06,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,160,8,TRUE,100,10,10,9,10,10,10
56765847,2016-01-30,within a day,FALSE,2,2,Willowdale East,Entire home/apt,2,4,2,NA,110,5,TRUE,96,10,10,10,10,10,10
23657761,2014-11-12,N/A,FALSE,1,1,Junction Area,Entire home/apt,1,4,1,NA,76,3,TRUE,100,10,10,10,10,10,10
26048,2009-07-17,within an hour,FALSE,1,1,Moss Park,Entire home/apt,1,2,1,NA,170,35,TRUE,99,10,10,10,10,10,10
23589701,2014-11-10,within a few hours,FALSE,1,1,Willowdale East,Entire home/apt,1,2,1,NA,99,3,TRUE,100,10,10,10,9,10,10
12338025,2014-02-17,within an hour,FALSE,2,2,Kensington-Chinatown,Entire home/apt,2,4,2,NA,258,28,TRUE,98,10,10,10,10,10,10
56980889,2016-02-01,N/A,FALSE,1,1,Cabbagetown-South St.James Town,Entire home/apt,1,2,1,NA,78,1,TRUE,60,6,6,8,10,8,6
6739062,2013-06-04,within a day,FALSE,5,5,Annex,Entire home/apt,1,2,1,NA,121,4,TRUE,90,10,9,10,10,10,10
45782369,2015-10-05,within a few hours,FALSE,2,2,Niagara,Entire home/apt,1,3,1,NA,99,68,TRUE,97,10,9,10,10,10,10
2779408,2012-06-29,within a day,FALSE,2,2,Newtonbrook West,Entire home/apt,1,5,1,NA,156,92,TRUE,95,10,9,10,10,10,9
25805697,2015-01-08,within a day,FALSE,4,4,Willowdale East,Private room,1,2,1,NA,87,2,TRUE,80,10,7,10,10,10,10
56925278,2016-02-01,N/A,FALSE,1,1,Regent Park,Entire home/apt,1,2,1,NA,119,1,TRUE,80,6,6,8,8,8,8
49746774,2015-11-23,N/A,FALSE,1,1,Willowdale East,Entire home/apt,2,4,2,NA,139,1,TRUE,100,10,10,10,10,10,10
7216523,2013-07-01,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,121,1,TRUE,100,10,10,10,10,10,10
8005106,2013-08-07,within an hour,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,1.5,7,3,NA,308,46,TRUE,97,10,10,10,10,10,10
43214769,2015-09-02,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,99,1,TRUE,60,10,4,6,6,8,6
9889341,2013-11-08,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,3,1,NA,125,1,TRUE,80,8,10,10,10,10,8
57446182,2016-02-04,N/A,FALSE,1,1,Mimico (includes Humber Bay Shores),Private room,1,1,1,NA,82,3,TRUE,80,8,8,8,8,8,8
28880836,2015-03-06,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,5,1,NA,159,243,TRUE,88,9,8,9,9,10,9
39032805,2015-07-20,N/A,FALSE,1,1,Waterfront Communities-The Island,Private room,1,2,1,NA,80,11,TRUE,85,8,8,10,10,10,9
38484250,2015-07-14,N/A,FALSE,1,1,Roncesvalles,Entire home/apt,1,2,1,NA,84,11,TRUE,100,10,10,9,10,10,10
52935437,2016-01-01,N/A,FALSE,1,1,Roncesvalles,Entire home/apt,1,2,1,NA,115,39,TRUE,99,10,10,10,10,10,10
57674011,2016-02-06,within a few hours,FALSE,2,2,Tam O'Shanter-Sullivan,Entire home/apt,1,6,3,NA,140,4,TRUE,100,10,9,10,9,9,9
954151,2011-08-10,within a few hours,FALSE,2,2,South Riverdale,Entire home/apt,1,5,2,NA,235,7,TRUE,100,10,9,10,10,9,9
57791518,2016-02-07,within a few hours,TRUE,1,1,The Beaches,Entire home/apt,1,4,2,NA,80,186,TRUE,98,10,10,10,10,10,10
35334225,2015-06-08,within a day,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,4,1,NA,90,21,TRUE,99,10,10,10,10,10,10
1402232,2011-11-13,within an hour,FALSE,6,6,Dufferin Grove,Entire home/apt,1,5,1,NA,99,186,TRUE,94,9,9,10,10,10,9
1689424,2012-02-02,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,6,3,NA,225,1,TRUE,100,10,10,10,10,10,10
57879991,2016-02-08,within an hour,TRUE,5,5,Trinity-Bellwoods,Private room,1,1,1,NA,66,165,TRUE,97,10,9,10,10,10,10
28071296,2015-02-20,N/A,FALSE,5,5,Waterfront Communities-The Island,Entire home/apt,2,6,3,NA,372,14,TRUE,86,9,8,9,9,10,9
4815096,2013-01-23,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,170,13,TRUE,95,10,10,10,10,10,9
7139214,2013-06-26,within an hour,FALSE,7,7,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,274,4,TRUE,90,9,8,10,9,10,8
1919294,2012-03-13,within a few hours,FALSE,73,73,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,148,2,TRUE,80,9,7,10,10,10,8
13066292,2014-03-12,within an hour,FALSE,24,24,Little Portugal,Entire home/apt,1,4,1,NA,61,184,TRUE,89,9,9,10,9,10,9
5612410,2013-03-25,N/A,FALSE,1,1,Niagara,Entire home/apt,1,2,1,NA,150,6,TRUE,100,10,10,10,10,10,9
58097934,2016-02-09,within an hour,TRUE,1,1,The Beaches,Entire home/apt,1,2,1,NA,95,62,TRUE,97,10,10,10,10,10,10
43198035,2015-09-02,within an hour,TRUE,3,3,The Beaches,Entire home/apt,1,2,1,NA,99,13,TRUE,90,10,10,9,10,10,9
48060985,2015-11-03,within an hour,TRUE,2,2,Agincourt South-Malvern West,Private room,1,4,2,NA,138,34,TRUE,99,10,10,10,10,10,10
58333666,2016-02-11,within an hour,TRUE,1,1,Junction Area,Entire home/apt,1,4,1,NA,85,145,TRUE,98,10,10,10,10,9,10
33848656,2015-05-20,within a day,FALSE,2,2,Niagara,Entire home/apt,2,5,2,NA,225,7,TRUE,89,9,9,9,10,9,8
52585600,2015-12-28,N/A,FALSE,1,1,Niagara,Entire home/apt,1,2,0,NA,99,3,TRUE,90,10,10,10,10,10,10
19961693,2014-08-13,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,99,273,TRUE,96,9,9,10,10,10,9
8552136,2013-08-31,within a day,FALSE,4,4,Bay Street Corridor,Private room,1,1,1,NA,87,42,TRUE,92,9,9,9,9,10,9
22932234,2014-10-24,within a few hours,TRUE,9,9,Niagara,Entire home/apt,1,3,1,NA,251,11,TRUE,100,10,10,10,10,10,10
9923100,2013-11-10,within an hour,TRUE,7,7,Church-Yonge Corridor,Entire home/apt,1,2,0,NA,68,67,TRUE,96,10,10,10,10,10,10
2402168,2012-05-17,N/A,FALSE,1,1,High Park North,Entire home/apt,1.5,4,1,NA,85,1,TRUE,80,10,10,10,10,8,8
187320,2010-08-01,within a few hours,TRUE,17,17,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,170,14,TRUE,100,10,10,10,10,10,10
47910679,2015-11-01,within a few hours,FALSE,2,2,Westminster-Branson,Entire home/apt,1,6,2,NA,168,33,TRUE,97,10,10,10,10,9,10
30341714,2015-03-31,within a few hours,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,2.5,7,4,NA,590,3,TRUE,100,10,10,10,9,10,10
51662812,2015-12-18,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,81,9,TRUE,98,10,10,10,10,10,9
58785382,2016-02-14,within an hour,FALSE,14,14,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,270,4,TRUE,73,7,7,7,7,7,7
12077066,2014-02-09,N/A,FALSE,1,1,South Riverdale,Entire home/apt,1,2,1,NA,179,15,TRUE,93,10,9,10,10,10,9
24839322,2014-12-14,within a day,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,150,70,TRUE,97,10,10,10,10,10,10
56755710,2016-01-30,N/A,FALSE,1,1,Niagara,Entire home/apt,1,1,1,NA,80,14,TRUE,100,10,10,10,10,10,10
20185762,2016-02-17,within a day,TRUE,3,3,Niagara,Entire home/apt,1,4,0,NA,65,15,TRUE,95,10,10,10,10,10,9
35916727,2015-06-15,N/A,FALSE,1,1,Bay Street Corridor,Entire home/apt,1,2,1,NA,90,4,TRUE,87,9,8,8,7,10,9
14761152,2014-04-26,within an hour,FALSE,11,11,Palmerston-Little Italy,Entire home/apt,1,6,2,NA,151,48,TRUE,94,10,9,10,10,10,9
14192890,2014-04-12,within an hour,FALSE,13,13,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,249,13,TRUE,88,9,8,9,9,9,9
1017559,2011-08-24,within an hour,TRUE,5,5,Trinity-Bellwoods,Entire home/apt,1,2,1,NA,164,183,TRUE,99,10,10,10,10,10,10
2617399,2012-06-12,within an hour,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,1,4,1,NA,97,84,TRUE,93,9,9,10,10,10,9
10992034,2014-01-03,within an hour,TRUE,3,3,Waterfront Communities-The Island,Entire home/apt,1.5,6,2,NA,999,385,TRUE,98,10,10,10,10,10,10
181797,2010-07-26,within an hour,TRUE,3,3,Mimico (includes Humber Bay Shores),Entire home/apt,1,3,1,NA,68,186,TRUE,95,10,10,10,10,10,10
58109629,2016-02-09,within an hour,TRUE,6,6,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,187,151,TRUE,96,10,9,10,10,10,10
59245722,2016-02-17,within an hour,TRUE,1,1,Willowdale East,Entire home/apt,1,3,2,NA,119,21,TRUE,97,10,10,10,10,10,10
7680784,2013-07-23,within an hour,TRUE,3,3,Oakwood Village,Entire home/apt,1,4,2,NA,121,228,TRUE,96,10,9,10,10,10,10
2511000,2012-05-31,within a day,FALSE,24,24,Moss Park,Private room,2,2,1,NA,80,7,TRUE,73,7,8,9,9,7,8
30718176,2015-04-06,N/A,FALSE,1,1,Niagara,Entire home/apt,1,2,2,NA,170,10,TRUE,100,10,10,10,10,10,10
6896791,2015-08-19,within an hour,FALSE,1,1,Niagara,Entire home/apt,1,4,1,NA,129,14,TRUE,91,10,8,10,10,10,9
25805697,2015-01-08,within a day,FALSE,4,4,Willowdale East,Private room,1,4,1,NA,78,37,TRUE,91,9,9,10,10,9,9
50769016,2015-12-07,within a day,FALSE,3,3,Willowdale East,Private room,1.5,2,1,NA,76,14,TRUE,99,10,10,10,10,10,10
21291403,2014-09-13,within a few hours,FALSE,3,3,Annex,Entire home/apt,5,6,4,NA,398,14,TRUE,93,10,9,10,10,10,10
14192890,2014-04-12,within an hour,FALSE,13,13,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,199,18,TRUE,91,9,9,9,9,9,9
59919108,2016-02-22,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,1,1,NA,114,1,TRUE,100,10,10,10,10,10,10
43191204,2015-09-02,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,229,6,TRUE,93,10,9,10,10,10,9
26753094,2015-01-26,within an hour,FALSE,8,8,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,90,284,TRUE,93,10,9,10,10,10,9
56379622,2016-01-27,within an hour,TRUE,1,1,East End-Danforth,Entire home/apt,1,4,1,NA,99,108,TRUE,100,10,10,10,10,10,10
17429756,2014-06-29,within a few hours,TRUE,3,3,Yonge-Eglinton,Entire home/apt,1,2,0,NA,80,87,TRUE,98,10,10,10,10,10,10
49305669,2015-11-18,within an hour,FALSE,2,2,Agincourt South-Malvern West,Entire home/apt,2,7,2,NA,199,66,TRUE,89,9,9,9,9,10,9
545074,2011-04-29,N/A,FALSE,2,2,Woburn,Entire home/apt,2,4,2,NA,150,1,TRUE,40,6,6,4,2,8,6
2248773,2012-04-29,N/A,FALSE,1,1,South Riverdale,Private room,1,1,1,NA,209,1,TRUE,100,10,10,10,10,10,10
23702600,2014-11-13,N/A,FALSE,1,1,Moss Park,Private room,1,2,1,NA,90,4,TRUE,100,10,9,10,9,10,10
11661457,2014-01-26,within an hour,FALSE,3,3,Little Portugal,Entire home/apt,1,2,0,NA,80,235,TRUE,94,10,10,10,10,10,10
60389751,2016-02-25,a few days or more,FALSE,1,1,Islington-City Centre West,Entire home/apt,1,2,1,NA,76,12,TRUE,95,10,10,10,10,9,9
10468498,2013-12-06,within a few hours,FALSE,19,19,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,117,31,TRUE,75,9,7,6,7,9,8
24865440,2014-12-15,N/A,FALSE,1,1,Birchcliffe-Cliffside,Entire home/apt,1,4,1,NA,80,32,TRUE,98,10,10,10,10,10,10
12742095,2014-03-02,within an hour,TRUE,33,33,Willowdale East,Entire home/apt,1.5,6,2,NA,139,25,TRUE,97,10,10,10,10,10,9
60834822,2016-02-28,within an hour,TRUE,4,4,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,150,469,TRUE,96,10,10,10,10,10,9
14192890,2014-04-12,within an hour,FALSE,13,13,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,249,18,TRUE,94,9,10,9,10,10,9
30777317,2015-04-07,within an hour,TRUE,1,1,Rockcliffe-Smythe,Entire home/apt,1,2,1,NA,65,20,TRUE,97,10,10,10,10,10,10
48670392,2015-11-10,within an hour,TRUE,2,2,Newtonbrook West,Entire home/apt,1,4,1,NA,85,31,TRUE,99,10,10,10,10,9,9
58064419,2016-02-09,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,99,2,TRUE,90,10,10,9,10,10,9
3588898,2012-09-16,N/A,FALSE,1,1,Annex,Entire home/apt,1,2,1,NA,73,3,TRUE,100,10,10,10,10,10,10
36694378,2015-06-25,within an hour,TRUE,2,2,Moss Park,Entire home/apt,2,4,2,NA,140,24,TRUE,96,10,10,10,10,10,10
32542633,2015-05-03,within an hour,TRUE,2,2,Palmerston-Little Italy,Entire home/apt,1,4,1,NA,118,163,TRUE,97,10,10,10,10,10,10
61280014,2016-03-02,within an hour,TRUE,4,4,Wychwood,Entire home/apt,1,2,1,NA,90,26,TRUE,96,10,10,10,10,10,10
61302723,2016-03-02,N/A,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1.5,5,2,NA,164,118,TRUE,98,10,9,10,10,10,10
963354,2011-08-13,within an hour,FALSE,3,3,Niagara,Entire home/apt,2,4,2,NA,239,59,TRUE,93,9,9,9,9,10,9
38517538,2015-07-15,N/A,FALSE,2,2,Annex,Entire home/apt,1,2,0,NA,110,12,TRUE,95,10,9,10,10,10,9
61100147,2016-03-01,N/A,FALSE,1,1,Waterfront Communities-The Island,Private room,1,1,1,NA,99,1,TRUE,100,10,10,10,10,10,8
7476559,2013-07-14,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,140,120,TRUE,93,10,9,9,10,10,9
43508952,2015-09-06,within an hour,FALSE,2,2,The Beaches,Entire home/apt,1,2,1,NA,125,23,TRUE,92,9,9,10,10,10,9
12795294,2014-03-04,within an hour,FALSE,6,6,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,199,257,TRUE,94,9,9,9,10,10,9
61541880,2016-03-04,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,106,5,TRUE,100,10,10,10,10,10,10
61572299,2016-03-04,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,76,10,TRUE,84,9,9,10,9,8,8
17944133,2014-07-11,within an hour,TRUE,1,1,Annex,Entire home/apt,1,4,2,NA,111,128,TRUE,96,9,9,10,10,10,9
61589833,2016-03-04,within an hour,FALSE,1,1,South Parkdale,Entire home/apt,1,2,1,NA,251,3,TRUE,100,10,10,10,10,10,9
44079488,2015-09-13,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,73,6,TRUE,100,10,10,10,10,10,10
3510222,2012-09-08,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,121,312,TRUE,100,10,10,10,10,10,10
21761190,2014-09-25,within a few hours,TRUE,2,2,Church-Yonge Corridor,Entire home/apt,1,3,1,NA,143,111,TRUE,99,10,10,10,10,10,10
30551517,2015-04-03,within a few hours,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,118,156,TRUE,96,10,10,10,10,10,10
52080589,2015-12-23,N/A,FALSE,1,1,Henry Farm,Private room,1,1,1,NA,76,6,TRUE,97,10,10,10,10,10,10
30654608,2015-04-05,within an hour,FALSE,9,9,Dufferin Grove,Entire home/apt,1,4,1,NA,76,215,TRUE,95,10,9,10,10,10,9
62026809,2016-03-07,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,99,8,TRUE,98,10,10,9,10,10,10
10724994,2013-12-20,within a few hours,FALSE,3,3,Palmerston-Little Italy,Private room,1,2,1,NA,81,4,TRUE,90,10,10,10,10,9,10
62110509,2016-03-08,N/A,FALSE,1,1,Mimico (includes Humber Bay Shores),Entire home/apt,1,2,1,NA,121,8,TRUE,95,9,9,9,9,10,9
4517650,2012-12-28,N/A,FALSE,1,1,Roncesvalles,Entire home/apt,1,6,2,NA,95,8,TRUE,85,9,7,10,10,10,9
8097511,2013-08-12,N/A,FALSE,1,1,Waterfront Communities-The Island,Private room,1,2,1,NA,90,35,TRUE,98,10,10,10,10,10,10
8142107,2013-08-13,within an hour,FALSE,4,4,Moss Park,Entire home/apt,1,4,1,NA,98,117,TRUE,92,9,9,10,10,9,9
2124835,2012-04-12,within an hour,FALSE,5,5,Niagara,Entire home/apt,2,4,1,NA,164,18,TRUE,88,10,9,10,10,10,9
62171928,2016-03-08,within an hour,TRUE,1,1,Niagara,Entire home/apt,1,4,1,NA,147,111,TRUE,95,10,9,10,10,10,9
23459764,2014-11-07,within a few hours,TRUE,3,3,North Riverdale,Entire home/apt,1,2,2,NA,99,52,TRUE,95,10,10,10,10,10,9
62301978,2016-03-09,within a day,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,2,NA,649,9,TRUE,100,10,10,10,10,10,10
22771222,2014-10-20,within an hour,TRUE,2,2,Bay Street Corridor,Entire home/apt,2,4,2,NA,251,25,TRUE,100,10,10,10,10,10,10
29160168,2015-03-11,within a day,TRUE,1,1,Woodbine Corridor,Entire home/apt,1,2,0,NA,99,16,TRUE,100,10,10,10,10,10,10
15942957,2014-05-24,within an hour,TRUE,4,4,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,119,250,TRUE,99,10,10,10,10,10,10
10724994,2013-12-20,within a few hours,FALSE,3,3,Palmerston-Little Italy,Entire home/apt,2,4,2,NA,192,105,TRUE,90,10,9,10,10,10,9
62414567,2016-03-10,within a day,FALSE,1,1,Leaside-Bennington,Entire home/apt,2,6,3,NA,274,1,TRUE,100,10,10,10,10,10,10
10338247,2013-11-29,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,127,31,TRUE,96,10,9,10,9,10,9
6369703,2013-05-13,within an hour,TRUE,1,1,Thistletown-Beaumond Heights,Entire home/apt,1,4,1,NA,76,19,TRUE,99,10,10,10,10,10,10
62444556,2016-03-10,N/A,FALSE,1,1,Rosedale-Moore Park,Entire home/apt,1,3,0,NA,121,9,TRUE,93,10,9,10,10,10,9
14720783,2014-04-25,within an hour,TRUE,2,2,Wychwood,Entire home/apt,1,3,0,NA,95,56,TRUE,98,10,10,10,10,10,10
62540478,2016-03-11,N/A,FALSE,1,1,Annex,Entire home/apt,1,2,0,NA,99,6,TRUE,92,10,8,10,10,10,10
13130787,2014-03-14,N/A,FALSE,3,3,Mount Pleasant East,Private room,1,1,1,NA,94,5,TRUE,100,10,10,10,10,10,10
62557170,2016-03-11,within a few hours,TRUE,2,2,Kensington-Chinatown,Entire home/apt,1.5,6,1,NA,164,186,TRUE,100,10,10,10,10,10,10
53955322,2016-01-09,within an hour,FALSE,4,4,Kensington-Chinatown,Entire home/apt,1,2,1,NA,68,153,TRUE,92,9,10,10,10,10,9
33062401,2015-05-10,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,99,6,TRUE,92,10,8,10,10,10,10
17720676,2014-07-06,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,95,1,TRUE,100,10,10,10,10,10,8
5754537,2013-04-03,N/A,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,1,3,1,NA,190,20,TRUE,93,9,9,10,10,10,10
62801208,2016-03-13,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,125,11,TRUE,98,10,9,10,10,10,10
17719217,2014-07-06,within a day,FALSE,4,4,Cabbagetown-South St.James Town,Private room,1,2,1,NA,80,1,TRUE,100,10,10,10,8,10,10
63070107,2016-03-15,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,105,30,TRUE,92,9,8,10,10,10,10
48337255,2015-11-06,N/A,FALSE,1,1,Bayview Village,Private room,1,2,1,NA,72,46,TRUE,95,10,9,10,10,9,9
63097604,2016-03-15,a few days or more,FALSE,2,2,Lambton Baby Point,Private room,1,2,1,NA,72,3,TRUE,87,9,10,9,10,9,9
63126915,2016-03-15,within an hour,FALSE,3,3,Waterfront Communities-The Island,Entire home/apt,2,2,1,NA,705,7,TRUE,96,10,9,10,10,10,9
10334021,2013-11-29,within an hour,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,1,2,1,NA,166,16,TRUE,100,10,10,10,10,10,10
63145394,2016-03-15,N/A,FALSE,1,1,Bay Street Corridor,Entire home/apt,2,8,3,NA,789,28,TRUE,99,10,10,10,10,10,10
2753637,2012-06-26,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,2,4,1,NA,175,1,TRUE,100,10,10,10,10,10,10
63228977,2016-03-16,N/A,FALSE,1,1,Niagara,Entire home/apt,1,2,1,NA,110,49,TRUE,99,10,10,10,10,10,10
63264663,2016-03-16,N/A,FALSE,1,1,Greenwood-Coxwell,Entire home/apt,2,5,2,NA,195,3,TRUE,100,10,10,10,10,10,10
40969986,2015-08-09,N/A,FALSE,1,1,Niagara,Entire home/apt,1,2,1,NA,150,3,TRUE,80,9,7,9,9,9,9
63297078,2016-03-16,N/A,FALSE,4,4,Church-Yonge Corridor,Entire home/apt,1,6,2,NA,140,133,TRUE,92,9,9,10,10,10,9
3618600,2012-09-19,within a day,TRUE,1,1,Bay Street Corridor,Entire home/apt,1,2,0,NA,144,74,TRUE,97,10,10,10,10,10,10
47702059,2015-10-29,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,8,3,NA,799,78,TRUE,92,9,9,10,10,10,9
12780455,2014-03-04,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,109,14,TRUE,98,10,10,10,10,10,10
32088912,2015-04-27,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,129,81,TRUE,97,10,9,10,10,10,10
