host_id,host_since,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,room_type,bathrooms,accommodates,bedrooms,square_feet,price,number_of_reviews,has_availability,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
160919699,2017-12-01,N/A,FALSE,1,1,Stonegate-Queensway,Entire home/apt,1,2,1,NA,99,4,TRUE,95,10,10,10,10,10,10
147244304,2017-08-22,within a few hours,FALSE,2,2,Wexford/Maryvale,Entire home/apt,1,3,2,NA,69,18,TRUE,93,10,9,10,10,9,9
161033145,2017-12-02,within an hour,FALSE,1,1,York University Heights,Entire home/apt,1,4,1,NA,80,78,TRUE,93,10,9,10,10,10,9
2321316,2012-05-08,within an hour,TRUE,3,3,Annex,Entire home/apt,1,4,2,NA,129,11,TRUE,98,10,10,10,10,10,9
119037222,2017-03-03,within an hour,TRUE,4,4,Roncesvalles,Entire home/apt,1,2,1,NA,76,36,TRUE,96,10,10,10,10,10,10
88283575,2016-08-06,within an hour,TRUE,1,1,Banbury-Don Mills,Entire home/apt,2,6,2,NA,135,40,TRUE,98,10,10,10,10,10,10
144423546,2017-08-05,within an hour,TRUE,2,2,North Riverdale,Entire home/apt,1,2,1,NA,85,109,TRUE,98,10,10,10,10,10,10
114408617,2017-02-01,within an hour,TRUE,1,1,Kensington-Chinatown,Entire home/apt,1,4,1,NA,125,123,TRUE,98,10,10,10,10,10,10
6487014,2013-05-20,within an hour,FALSE,1,1,Little Portugal,Entire home/apt,1,5,2,NA,119,211,TRUE,95,9,9,10,10,10,9
95622196,2016-09-17,within an hour,TRUE,1,1,Niagara,Entire home/apt,1,4,1,NA,99,101,TRUE,95,10,9,10,10,10,10
137406673,2017-06-27,within a day,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,179,97,TRUE,98,10,10,10,10,10,10
1142531,2011-09-11,within an hour,TRUE,3,3,Waterfront Communities-The Island,Entire home/apt,1,5,2,NA,129,176,TRUE,97,10,10,10,10,10,9
161183794,2017-12-03,N/A,FALSE,1,1,Islington-City Centre West,Entire home/apt,1,2,1,NA,110,8,TRUE,100,10,10,10,10,10,10
10202618,2013-11-23,within an hour,FALSE,160,160,Waterfront Communities-The Island,Entire home/apt,1.5,6,2,NA,359,62,TRUE,96,10,10,10,10,10,10
161209860,2017-12-03,within a few hours,FALSE,1,1,Willowdale East,Entire home/apt,1,4,1,NA,127,82,TRUE,85,9,8,9,9,9,8
3587306,2012-09-16,within an hour,TRUE,5,5,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,160,271,TRUE,98,10,10,10,10,10,10
15912223,2014-05-23,within an hour,FALSE,19,19,Waterfront Communities-The Island,Entire home/apt,2,8,2,NA,180,23,TRUE,88,9,9,9,10,10,9
36088235,2015-06-17,within an hour,FALSE,9,9,Waterfront Communities-The Island,Private room,1,1,1,NA,78,4,TRUE,93,10,9,9,10,10,9
60834822,2016-02-28,within an hour,TRUE,4,4,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,150,256,TRUE,97,10,10,10,10,10,10
77130768,2016-06-11,within an hour,TRUE,2,2,South Riverdale,Entire home/apt,1,2,0,NA,110,152,TRUE,95,10,9,10,10,10,9
159992351,2017-11-24,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,9,3,NA,399,90,TRUE,95,10,9,9,9,10,9
147085812,2017-08-21,within an hour,FALSE,4,4,Rosedale-Moore Park,Private room,1,2,1,NA,90,1,TRUE,100,10,10,10,10,10,10
159988235,2017-11-24,within an hour,FALSE,13,13,Waterfront Communities-The Island,Entire home/apt,2,6,3,NA,498,76,TRUE,95,10,10,9,10,10,9
161405482,2017-12-05,a few days or more,FALSE,2,2,Kensington-Chinatown,Entire home/apt,1,4,1,NA,95,1,TRUE,100,10,10,10,10,10,8
9956811,2013-11-12,within an hour,FALSE,11,11,Weston-Pellam Park,Private room,1,1,1,NA,73,4,TRUE,100,10,10,10,10,10,10
157267017,2017-11-03,within an hour,FALSE,2,2,High Park-Swansea,Entire home/apt,3,8,3,NA,278,42,TRUE,93,10,10,10,10,10,9
22562274,2014-10-15,within an hour,TRUE,1,1,Niagara,Entire home/apt,1,2,1,NA,99,234,TRUE,97,10,10,9,10,10,10
156416831,2017-10-27,within a few hours,TRUE,1,1,Corso Italia-Davenport,Entire home/apt,1,3,1,NA,99,149,TRUE,99,10,10,10,10,10,10
52176360,2015-12-24,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,70,20,TRUE,100,10,10,10,10,10,10
7226013,2013-07-01,within an hour,TRUE,1,1,Yonge-St.Clair,Entire home/apt,2,5,2,NA,99,47,TRUE,94,10,9,9,10,10,9
159320253,2017-11-19,within an hour,FALSE,8,8,Annex,Entire home/apt,1,4,2,NA,160,74,TRUE,91,10,9,10,10,10,9
139909254,2017-07-11,within an hour,TRUE,4,4,Pelmo Park-Humberlea,Private room,1.5,4,2,NA,125,25,TRUE,100,10,10,10,10,10,10
8105916,2013-08-12,within a day,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,121,7,TRUE,100,10,10,10,10,10,10
25388992,2014-12-30,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,175,15,TRUE,100,10,10,10,10,10,10
161618918,2017-12-06,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,111,4,TRUE,87,10,9,9,9,10,10
7248585,2013-07-02,within an hour,FALSE,1,1,Oakwood Village,Entire home/apt,1,2,1,NA,80,14,TRUE,99,10,10,10,10,10,10
150463095,2017-09-13,within an hour,TRUE,4,4,Islington-City Centre West,Entire home/apt,2,4,2,NA,140,137,TRUE,98,10,10,10,10,10,10
161649171,2017-12-06,within an hour,TRUE,1,1,Niagara,Entire home/apt,1,3,1,NA,119,111,TRUE,99,10,9,10,10,10,10
8721960,2013-09-09,within a day,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,2,1,NA,82,13,TRUE,92,10,9,10,10,9,10
150463095,2017-09-13,within an hour,TRUE,4,4,Islington-City Centre West,Entire home/apt,2,2,1,NA,115,28,TRUE,97,10,10,10,10,10,10
161713474,2017-12-07,within an hour,TRUE,1,1,Bayview Village,Entire home/apt,1,4,2,NA,87,67,TRUE,96,10,10,10,10,10,10
127351635,2017-04-24,N/A,FALSE,3,3,Long Branch,Entire home/apt,1,4,1,NA,125,4,TRUE,85,9,9,10,9,10,9
3225688,2012-08-11,within an hour,TRUE,4,4,Dufferin Grove,Entire home/apt,1,2,1,NA,170,46,TRUE,99,10,10,10,10,10,10
161737501,2017-12-07,N/A,FALSE,1,1,Woburn,Entire home/apt,1,3,2,NA,117,7,TRUE,87,8,8,10,9,10,9
32573104,2015-05-04,within an hour,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,1,4,1,NA,80,160,TRUE,94,10,9,10,10,10,9
161763640,2017-12-07,within a few hours,TRUE,3,3,Kensington-Chinatown,Entire home/apt,1,7,3,NA,159,125,TRUE,98,10,10,10,10,10,10
22932234,2014-10-24,within a few hours,TRUE,9,9,Cabbagetown-South St.James Town,Private room,1.5,2,1,NA,139,17,TRUE,98,10,10,10,10,10,9
85109485,2016-07-21,within an hour,TRUE,15,15,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,110,20,TRUE,97,10,9,10,10,10,9
10811089,2013-12-25,N/A,FALSE,2,2,South Riverdale,Entire home/apt,1,5,2,NA,220,1,TRUE,100,10,6,10,10,10,10
28284853,2015-02-24,N/A,FALSE,1,1,Little Portugal,Private room,1,3,1,NA,99,1,TRUE,100,10,10,10,10,10,10
79659276,2016-06-24,within an hour,TRUE,3,3,Victoria Village,Private room,1,2,1,NA,65,57,TRUE,98,10,10,10,10,10,10
2021442,2012-03-27,within a day,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,130,24,TRUE,91,10,9,10,10,10,9
120152430,2017-03-10,within an hour,FALSE,2,2,Annex,Entire home/apt,1,2,1,NA,65,59,TRUE,96,10,10,10,10,10,10
120152430,2017-03-10,within an hour,FALSE,2,2,Annex,Entire home/apt,1,2,1,NA,68,59,TRUE,94,10,10,10,10,10,9
33879,2009-08-25,N/A,TRUE,1,1,South Riverdale,Entire home/apt,1,3,1,NA,99,35,TRUE,97,10,10,10,10,10,10
30991987,2015-04-10,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,225,2,TRUE,100,10,10,10,10,10,10
36175659,2015-06-19,within an hour,TRUE,19,19,Annex,Entire home/apt,1,4,1,NA,170,140,TRUE,97,10,9,10,10,10,9
103964466,2016-11-16,within an hour,TRUE,4,4,Little Portugal,Entire home/apt,1,4,1,NA,99,114,TRUE,97,10,10,10,10,10,10
103964466,2016-11-16,within an hour,TRUE,4,4,Little Portugal,Entire home/apt,1,4,1,NA,99,77,TRUE,95,10,10,10,10,10,10
545975,2011-04-30,N/A,FALSE,1,1,Annex,Entire home/apt,1,2,0,NA,76,10,TRUE,98,10,10,10,10,10,10
136984819,2017-06-25,a few days or more,FALSE,1,1,Pleasant View,Private room,1,2,1,NA,70,3,TRUE,100,10,10,10,10,9,10
6405723,2013-05-15,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,98,3,TRUE,100,10,10,10,10,10,10
61711592,2016-03-05,within an hour,FALSE,5,5,Waterfront Communities-The Island,Entire home/apt,2,7,3,NA,179,68,TRUE,96,10,10,9,10,10,10
162022461,2017-12-09,within an hour,TRUE,5,5,Waterfront Communities-The Island,Private room,1,2,1,NA,80,59,TRUE,95,10,9,10,10,10,10
27921402,2015-02-17,N/A,FALSE,1,1,Woodbine Corridor,Entire home/apt,1,2,1,NA,70,22,TRUE,95,10,10,10,10,10,10
162033865,2017-12-09,within an hour,FALSE,1,1,Niagara,Entire home/apt,1,6,1,NA,159,74,TRUE,93,10,9,9,10,10,9
124925137,2017-04-09,within an hour,FALSE,2,2,Niagara,Entire home/apt,1,2,1,NA,113,35,TRUE,92,9,9,9,9,10,9
87499647,2016-08-02,within a day,FALSE,1,1,South Parkdale,Entire home/apt,1,4,0,NA,70,6,TRUE,100,10,10,10,10,10,10
124925137,2017-04-09,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,80,106,TRUE,95,10,10,10,10,10,9
30053002,2015-03-26,within an hour,TRUE,5,5,Newtonbrook West,Entire home/apt,1,4,2,NA,150,11,TRUE,82,9,7,10,10,9,9
140925907,2017-07-17,N/A,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,175,1,TRUE,80,10,6,10,10,10,8
79169652,2016-06-21,within an hour,TRUE,1,1,Rockcliffe-Smythe,Entire home/apt,1,3,1,NA,89,53,TRUE,96,10,10,10,10,9,9
162287125,2017-12-11,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,5,2,NA,91,16,TRUE,92,9,9,9,9,10,9
162288103,2017-12-11,within an hour,TRUE,1,1,Roncesvalles,Entire home/apt,1,2,1,NA,80,113,TRUE,99,10,10,10,10,10,10
79048625,2016-06-21,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,2,1,NA,110,1,TRUE,100,10,10,10,10,10,10
2165178,2012-04-17,within an hour,TRUE,6,6,Keelesdale-Eglinton West,Entire home/apt,1,2,1,NA,89,21,TRUE,94,10,10,10,10,9,9
135718015,2017-06-18,within an hour,TRUE,21,21,Waterfront Communities-The Island,Entire home/apt,1,4,2,NA,199,26,TRUE,99,10,10,10,10,10,10
103972961,2016-11-16,within a few hours,FALSE,5,5,Annex,Entire home/apt,1,2,1,NA,85,15,TRUE,95,10,9,10,10,10,10
138420848,2017-07-03,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1.5,3,1,NA,160,12,TRUE,93,10,9,10,10,10,9
98862468,2016-10-08,within an hour,FALSE,2,2,Kennedy Park,Private room,1,2,1,NA,69,3,TRUE,100,10,10,10,10,9,10
27295363,2015-02-06,within an hour,TRUE,2,2,Waterfront Communities-The Island,Entire home/apt,2,7,2,NA,144,148,TRUE,98,10,10,10,10,10,10
162433636,2017-12-12,within an hour,TRUE,2,2,Englemount-Lawrence,Entire home/apt,1,2,1,NA,129,40,TRUE,95,10,9,10,10,10,9
162445410,2017-12-12,within an hour,FALSE,2,2,Englemount-Lawrence,Entire home/apt,1,2,1,NA,129,34,TRUE,96,9,10,10,10,10,9
5818331,2013-04-07,within an hour,TRUE,1,1,Palmerston-Little Italy,Entire home/apt,1,2,1,NA,140,30,TRUE,97,10,10,10,10,10,9
8423129,2013-08-26,N/A,FALSE,2,2,South Parkdale,Private room,1,2,1,NA,70,2,TRUE,100,10,10,10,10,10,8
1686939,2012-02-01,within an hour,TRUE,4,4,Junction Area,Entire home/apt,1.5,7,3,NA,280,40,TRUE,96,10,9,10,10,10,10
1686939,2012-02-01,within an hour,TRUE,4,4,Junction Area,Private room,1.5,3,1,NA,76,11,TRUE,96,10,10,10,10,10,10
33206191,2015-05-12,N/A,FALSE,1,1,Wychwood,Entire home/apt,1,5,2,NA,251,15,TRUE,99,10,10,10,10,10,10
5383147,2013-03-09,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,6,2,NA,90,1,TRUE,100,10,10,10,10,10,10
30246833,2015-03-30,within a few hours,FALSE,1,1,Bayview Village,Entire home/apt,2,2,1,NA,122,6,TRUE,97,8,9,10,9,10,9
54422135,2016-01-12,within an hour,FALSE,60,60,Willowdale East,Entire home/apt,2,4,2,NA,90,6,TRUE,97,9,9,10,10,10,9
36647025,2015-06-24,within a few hours,FALSE,2,2,Don Valley Village,Entire home/apt,1,2,1,NA,74,36,TRUE,93,9,9,10,9,9,9
162578070,2017-12-13,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1.5,6,2,NA,109,201,TRUE,98,10,9,10,10,10,10
80912184,2016-06-30,within an hour,FALSE,10,10,Church-Yonge Corridor,Entire home/apt,1,4,1,NA,129,56,TRUE,93,9,9,10,10,10,9
58930600,2016-02-15,N/A,FALSE,1,1,Bay Street Corridor,Entire home/apt,2,4,2,NA,258,2,TRUE,90,10,9,10,10,10,10
33325416,2015-05-13,N/A,FALSE,1,1,Wychwood,Entire home/apt,1,2,1,NA,76,2,TRUE,100,10,10,10,10,9,9
21847180,2014-09-27,N/A,FALSE,2,2,Little Portugal,Entire home/apt,1,2,1,NA,99,2,TRUE,100,9,10,9,10,10,9
158010263,2017-11-09,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,0,NA,148,161,TRUE,97,10,10,10,10,10,9
455759,2011-03-22,N/A,FALSE,1,1,Niagara,Entire home/apt,2,4,2,NA,148,1,TRUE,60,8,10,6,10,8,6
4001078,2012-10-28,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,3,1,NA,105,2,TRUE,100,10,9,10,10,10,9
4249924,2012-11-26,N/A,FALSE,2,2,Bay Street Corridor,Private room,1,3,1,NA,350,1,TRUE,80,10,8,10,10,10,10
6311929,2013-05-09,N/A,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,171,12,TRUE,100,10,10,10,10,10,10
112343174,2017-01-19,within a few hours,FALSE,1,1,Willowdale West,Entire home/apt,1,3,1,NA,90,11,TRUE,91,10,9,10,10,10,9
5293359,2013-03-02,within an hour,TRUE,4,4,High Park North,Private room,2,3,1,NA,69,67,TRUE,98,10,10,10,10,10,10
162811995,2017-12-15,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,2,8,3,NA,150,166,TRUE,99,10,10,10,10,10,10
110986914,2017-01-11,within an hour,FALSE,88,88,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,249,10,TRUE,94,10,9,10,10,10,9
15513874,2014-05-14,within a day,FALSE,1,1,Moss Park,Entire home/apt,2,5,2,NA,105,6,TRUE,73,9,8,7,9,9,8
162590528,2017-12-13,within a few hours,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,199,84,TRUE,96,10,9,9,10,10,10
157543085,2017-11-05,within a few hours,TRUE,13,13,Waterfront Communities-The Island,Entire home/apt,3,12,3,NA,599,114,TRUE,98,10,9,10,10,10,10
11765080,2014-01-29,within a few hours,TRUE,6,6,Henry Farm,Entire home/apt,1,4,2,NA,144,34,TRUE,98,10,10,10,10,10,10
42216749,2015-08-22,within an hour,FALSE,4,4,Oakwood Village,Entire home/apt,1,4,0,NA,70,34,TRUE,84,9,8,9,9,8,8
162038601,2017-12-10,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,0,NA,159,53,TRUE,95,10,10,9,10,10,10
162931193,2017-12-16,within an hour,FALSE,3,3,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,111,188,TRUE,93,9,9,9,10,10,9
42216749,2015-08-22,within an hour,FALSE,4,4,Weston-Pellam Park,Entire home/apt,1,4,1,NA,70,59,TRUE,81,9,8,9,9,8,8
147429281,2017-08-23,within an hour,TRUE,1,1,Annex,Entire home/apt,1,3,1,NA,160,122,TRUE,100,10,10,10,10,10,10
162954940,2017-12-16,within an hour,TRUE,5,5,Willowdale East,Private room,1,4,2,NA,85,80,TRUE,94,10,10,10,10,9,9
130640658,2017-05-16,N/A,FALSE,1,1,Little Portugal,Entire home/apt,1,2,1,NA,121,5,TRUE,100,10,10,10,10,10,10
132948770,2017-06-01,N/A,FALSE,1,1,Annex,Entire home/apt,1,2,1,NA,76,27,TRUE,90,10,9,9,9,10,9
6405723,2013-05-15,within an hour,FALSE,2,2,Waterfront Communities-The Island,Private room,1,2,1,NA,76,70,TRUE,94,10,9,10,9,10,9
1400407,2011-11-12,N/A,FALSE,1,1,Palmerston-Little Italy,Entire home/apt,1,5,2,NA,99,73,TRUE,93,10,9,10,10,10,9
47984250,2015-11-02,within a day,FALSE,1,1,Bayview Village,Entire home/apt,1,2,1,NA,65,6,TRUE,93,9,9,10,10,10,10
97777185,2016-10-03,within an hour,FALSE,20,20,Willowdale East,Entire home/apt,2,5,2,NA,99,1,TRUE,100,10,10,10,10,10,10
97777185,2016-10-03,within an hour,FALSE,20,20,Willowdale East,Entire home/apt,1,2,1,NA,99,5,TRUE,88,9,8,9,9,10,9
55357443,2016-01-20,within an hour,FALSE,84,84,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,337,14,TRUE,81,8,8,7,8,9,8
29864895,2015-03-23,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,98,8,TRUE,95,10,8,9,10,10,10
154252419,2017-10-11,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,0,NA,64,101,TRUE,96,10,10,10,10,10,10
150188232,2017-09-11,within an hour,TRUE,2,2,Willowdale East,Entire home/apt,1,10,2,NA,183,79,TRUE,96,10,10,10,10,9,9
48533163,2015-11-08,within an hour,FALSE,46,46,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,175,35,TRUE,94,10,10,9,9,10,9
142092731,2017-07-23,within an hour,TRUE,6,6,Old East York,Entire home/apt,1,2,0,NA,80,128,TRUE,96,10,10,10,10,9,9
34202870,2015-05-25,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,129,12,TRUE,98,10,10,10,10,10,9
103195074,2016-11-10,within an hour,FALSE,1,1,Palmerston-Little Italy,Entire home/apt,1,2,1,NA,70,28,TRUE,92,10,10,10,10,10,9
126698744,2017-04-20,within a few hours,FALSE,1,1,Bay Street Corridor,Entire home/apt,1,3,1,NA,150,19,TRUE,100,10,10,10,10,10,10
61369802,2016-03-03,within a few hours,TRUE,2,2,Etobicoke West Mall,Entire home/apt,1,2,1,NA,76,14,TRUE,100,10,10,10,10,10,10
163470073,2017-12-20,within an hour,FALSE,3,3,Bayview Village,Private room,1,2,1,NA,80,15,TRUE,96,10,9,10,10,9,10
4910953,2013-01-30,N/A,FALSE,2,2,South Parkdale,Entire home/apt,1,3,0,NA,99,7,TRUE,100,10,9,10,10,10,10
59806509,2016-02-21,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,1,1,NA,90,1,TRUE,100,10,10,10,10,10,10
11584999,2014-01-23,within an hour,TRUE,10,10,Annex,Entire home/apt,1,2,0,NA,129,50,TRUE,100,10,10,10,10,10,10
105032382,2016-11-24,within a few hours,TRUE,2,2,Little Portugal,Private room,1,2,1,NA,99,1,TRUE,100,10,10,10,10,10,8
163578725,2017-12-21,within an hour,FALSE,1,1,Little Portugal,Entire home/apt,1,4,1,NA,87,77,TRUE,90,9,9,9,9,10,9
163591668,2017-12-21,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,231,27,TRUE,99,10,10,10,10,10,10
27162113,2015-02-03,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,2,1,NA,80,2,TRUE,90,9,8,7,9,9,8
3202817,2012-08-09,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,5,1,NA,170,5,TRUE,88,10,8,10,10,10,9
163515371,2017-12-20,N/A,FALSE,1,1,Willowdale East,Entire home/apt,1,2,1,NA,80,1,TRUE,100,10,6,10,10,10,10
163725997,2017-12-22,within an hour,TRUE,1,1,Caledonia-Fairbank,Entire home/apt,1,4,1,NA,105,156,TRUE,99,10,10,10,10,10,10
163085193,2017-12-17,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,68,121,TRUE,87,9,8,9,9,10,8
163848970,2017-12-23,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,119,22,TRUE,93,10,10,10,10,10,9
163651092,2017-12-22,within an hour,FALSE,3,3,Parkwoods-Donalda,Entire home/apt,2,14,5,NA,368,57,TRUE,87,9,9,10,9,10,9
43308936,2015-09-03,within an hour,FALSE,3,3,Church-Yonge Corridor,Private room,1,2,1,NA,70,7,TRUE,97,10,10,10,10,10,9
4642504,2013-01-09,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,205,85,TRUE,99,10,10,10,10,10,10
18279532,2014-07-17,N/A,FALSE,1,1,Little Portugal,Entire home/apt,1,2,1,NA,105,9,TRUE,100,10,10,10,10,10,10
143575225,2017-07-31,within an hour,TRUE,2,2,Niagara,Entire home/apt,2,5,2,NA,235,149,TRUE,97,10,9,9,10,10,10
163777988,2017-12-23,within an hour,FALSE,1,1,Islington-City Centre West,Entire home/apt,1,2,1,NA,72,85,TRUE,94,10,10,10,10,10,10
10202618,2013-11-23,within an hour,FALSE,160,160,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,251,25,TRUE,96,10,10,10,10,10,10
163619450,2017-12-21,N/A,FALSE,2,2,Oakwood Village,Entire home/apt,1,4,2,NA,150,2,TRUE,100,10,10,10,10,10,7
124637845,2017-04-06,within an hour,TRUE,4,4,Mount Pleasant West,Entire home/apt,1,3,1,NA,110,103,TRUE,97,10,10,10,10,10,10
106532967,2016-12-07,within an hour,FALSE,40,40,North Riverdale,Private room,2,2,1,NA,70,37,TRUE,86,9,8,10,10,9,9
162411782,2017-12-12,within a few hours,FALSE,1,1,Niagara,Entire home/apt,1,5,1,NA,199,56,TRUE,94,9,9,9,10,10,9
28777476,2015-03-04,N/A,FALSE,3,3,Waterfront Communities-The Island,Private room,1,2,1,NA,80,4,TRUE,100,10,10,10,10,10,10
11004800,2014-01-04,within an hour,TRUE,2,2,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,199,30,TRUE,99,10,10,10,10,10,10
164338870,2017-12-26,within an hour,FALSE,1,1,Moss Park,Entire home/apt,1,4,2,NA,130,84,TRUE,81,9,8,9,9,9,8
157366308,2017-11-04,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,85,48,TRUE,100,10,10,10,10,10,10
191654,2010-08-04,within an hour,TRUE,2,2,Moss Park,Private room,1,5,2,NA,160,1,TRUE,100,10,10,10,10,10,10
4525751,2012-12-29,within an hour,TRUE,8,8,Waterfront Communities-The Island,Entire home/apt,2,8,3,NA,99,11,TRUE,100,10,10,10,10,10,10
142092731,2017-07-23,within an hour,TRUE,6,6,Old East York,Entire home/apt,1,2,0,NA,85,114,TRUE,94,9,10,10,10,9,9
142092731,2017-07-23,within an hour,TRUE,6,6,Old East York,Entire home/apt,1,6,2,NA,121,89,TRUE,95,9,10,10,10,9,9
164504232,2017-12-27,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,97,66,TRUE,90,9,9,9,9,10,9
41508264,2015-08-14,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,1,2,0,NA,89,7,TRUE,93,10,9,10,10,10,10
164702935,2017-12-28,within an hour,TRUE,1,1,High Park North,Entire home/apt,1,3,1,NA,70,58,TRUE,98,10,10,10,10,10,10
4910953,2013-01-30,N/A,FALSE,2,2,South Parkdale,Private room,1,2,1,NA,65,17,TRUE,96,10,9,10,10,10,10
164543821,2017-12-27,within an hour,FALSE,7,7,Rosedale-Moore Park,Entire home/apt,1,2,1,NA,99,21,TRUE,100,10,10,10,10,10,10
164543821,2017-12-27,within an hour,FALSE,7,7,Rosedale-Moore Park,Entire home/apt,1.5,4,2,NA,109,22,TRUE,97,10,10,10,10,10,10
153451557,2017-10-05,within an hour,FALSE,6,6,Waterfront Communities-The Island,Entire home/apt,2,6,2,NA,180,58,TRUE,96,10,9,9,10,10,10
75738868,2016-06-04,within an hour,TRUE,3,3,High Park-Swansea,Entire home/apt,1,3,1,NA,89,3,TRUE,100,10,10,10,10,10,10
164815285,2017-12-29,N/A,FALSE,10,10,L'Amoreaux,Private room,1,3,1,NA,80,1,TRUE,100,10,10,10,10,10,10
164546338,2017-12-27,within a day,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,95,1,TRUE,100,8,8,8,8,8,8
1017559,2011-08-24,within an hour,TRUE,5,5,Trinity-Bellwoods,Entire home/apt,1,2,0,NA,159,98,TRUE,100,10,10,10,10,10,10
164880650,2017-12-29,N/A,FALSE,1,1,Kensington-Chinatown,Entire home/apt,1,3,0,NA,84,23,TRUE,97,10,9,10,10,10,9
163719550,2017-12-22,within an hour,TRUE,6,6,Hillcrest Village,Entire home/apt,4.5,14,4,NA,95,20,TRUE,96,10,9,10,10,10,10
6298449,2013-05-09,N/A,FALSE,1,1,Mimico (includes Humber Bay Shores),Private room,1,2,1,NA,99,5,TRUE,96,10,10,10,10,10,10
532562,2011-04-24,within an hour,FALSE,9,9,Kingsway South,Entire home/apt,1,4,1,NA,110,13,TRUE,88,9,9,10,10,9,9
22932234,2014-10-24,within a few hours,TRUE,9,9,Cabbagetown-South St.James Town,Private room,1.5,2,1,NA,148,17,TRUE,99,10,10,10,10,10,10
38677739,2015-07-16,within an hour,TRUE,4,4,Waterfront Communities-The Island,Entire home/apt,2,10,2,NA,995,13,TRUE,100,10,10,10,10,10,10
163085193,2017-12-17,within an hour,FALSE,2,2,Annex,Entire home/apt,1,4,2,NA,68,58,TRUE,82,9,8,9,9,9,8
165034301,2017-12-30,within an hour,TRUE,1,1,Yorkdale-Glen Park,Entire home/apt,1,2,1,NA,76,73,TRUE,99,10,10,10,10,10,10
4159805,2012-11-15,within a day,FALSE,1,1,Trinity-Bellwoods,Entire home/apt,2.5,4,3,NA,245,8,TRUE,100,10,10,10,10,10,10
2692156,2012-06-20,within an hour,FALSE,1,1,Willowdale West,Entire home/apt,1,2,1,NA,99,12,TRUE,98,10,10,10,10,10,10
130522567,2017-05-16,N/A,FALSE,2,2,Blake-Jones,Entire home/apt,1,2,0,NA,99,15,TRUE,91,9,9,10,10,9,9
