date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_desc
2019-01-01T00:00:00Z,01:08:00,Tuesday,YORK MILLS,PUSI,0,0,S,YU,5766,Signals or Related Components Failure
2019-01-01T00:00:00Z,02:14:00,Tuesday,ST ANDREW,PUMST,0,0,NA,YU,0,Station Stairway Incident
2019-01-01T00:00:00Z,02:16:00,Tuesday,JANE,TUSC,0,0,W,BD,5117,Operator Overspeeding
2019-01-01T00:00:00Z,02:27:00,Tuesday,BLOOR,SUO,0,0,N,YU,5436,Passenger Other
2019-01-01T00:00:00Z,03:03:00,Tuesday,DUPONT,MUATC,11,16,N,YU,6061,ATC Project
2019-01-01T00:00:00Z,03:08:00,Tuesday,EGLINTON WEST,EUATC,11,16,S,YU,5656,ATC RC&S Equipment
2019-01-01T00:00:00Z,03:09:00,Tuesday,DUPONT,EUATC,6,11,N,YU,5381,ATC RC&S Equipment
2019-01-01T00:00:00Z,03:26:00,Tuesday,ST CLAIR WEST,EUATC,4,9,N,YU,5571,ATC RC&S Equipment
2019-01-01T00:00:00Z,03:37:00,Tuesday,KENNEDY BD,TUMVS,0,0,E,BD,5022,Operator Violated Signal
2019-01-01T00:00:00Z,08:04:00,Tuesday,DAVISVILLE,MUNOA,5,10,S,YU,0,No Operator Immediately Available - Not E.S.A. Related
2019-01-01T00:00:00Z,08:07:00,Tuesday,KEELE,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:09:00,Tuesday,DONLANDS,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:09:00,Tuesday,KIPLING,MUESA,5,10,E,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:18:00,Tuesday,DONLANDS,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:18:00,Tuesday,DONLANDS,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:19:00,Tuesday,KENNEDY BD,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:28:00,Tuesday,DONLANDS,MUESA,5,10,W,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:41:00,Tuesday,GREENWOOD,MUESA,5,10,E,BD,0,No Operator Immediately Available
2019-01-01T00:00:00Z,08:44:00,Tuesday,SHEPPARD WEST,TUNIP,4,9,N,YU,5436,Operator Not In Position
2019-01-01T00:00:00Z,10:43:00,Tuesday,KENNEDY BD,PUMST,0,0,NA,BD,0,Station Stairway Incident
2019-01-01T00:00:00Z,10:57:00,Tuesday,ST GEORGE YUS,TUSC,0,0,N,YU,5586,Operator Overspeeding
2019-01-01T00:00:00Z,12:21:00,Tuesday,KEELE,MUSC,0,0,E,BD,6016,Miscellaneous Speed Control
2019-01-01T00:00:00Z,12:40:00,Tuesday,VAUGHAN MC,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-01T00:00:00Z,12:54:00,Tuesday,ST CLAIR WEST,MUPAA,0,0,S,YU,5891,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-01T00:00:00Z,13:03:00,Tuesday,FINCH,MUSC,4,9,S,YU,5391,Miscellaneous Speed Control
2019-01-01T00:00:00Z,14:22:00,Tuesday,WILSON,MUPAA,0,0,S,YU,5581,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-01T00:00:00Z,15:25:00,Tuesday,WILSON,SUDP,0,0,N,YU,5741,Disorderly Patron
2019-01-01T00:00:00Z,16:02:00,Tuesday,DUPONT,MUATC,6,10,N,YU,6081,ATC Project
2019-01-01T00:00:00Z,16:25:00,Tuesday,BROADVIEW,SUDP,0,0,NA,BD,0,Disorderly Patron
2019-01-01T00:00:00Z,17:21:00,Tuesday,GLENCAIRN,EUBK,4,8,N,YU,5531,Brakes
2019-01-01T00:00:00Z,17:31:00,Tuesday,KIPLING,MUSAN,4,8,E,BD,5359,Unsanitary Vehicle
2019-01-01T00:00:00Z,17:39:00,Tuesday,GREENWOOD,MUPAA,5,9,E,BD,5162,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-01T00:00:00Z,18:23:00,Tuesday,WARDEN,MUSC,0,0,W,BD,5279,Miscellaneous Speed Control
2019-01-01T00:00:00Z,18:49:00,Tuesday,BATHURST,MUI,5,9,W,BD,5126,Injured or ill Customer (On Train) - Transported
2019-01-01T00:00:00Z,19:51:00,Tuesday,COXWELL,MUO,4,8,E,BD,5131,Miscellaneous Other
2019-01-01T00:00:00Z,19:53:00,Tuesday,SPADINA BD,SUAE,0,0,NA,BD,0,Assault / Employee Involved
2019-01-01T00:00:00Z,20:00:00,Tuesday,WARDEN,PUSTS,0,0,E,BD,5142,Signals - Train Stops
2019-01-01T00:00:00Z,20:11:00,Tuesday,WARDEN,MUSC,0,0,W,BD,5004,Miscellaneous Speed Control
2019-01-01T00:00:00Z,20:46:00,Tuesday,JANE,TUSC,0,0,W,BD,5004,Operator Overspeeding
2019-01-01T00:00:00Z,20:56:00,Tuesday,COXWELL,TUNIP,4,8,E,BD,5009,Operator Not In Position
2019-01-01T00:00:00Z,21:19:00,Tuesday,SHEPPARD WEST,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
2019-01-01T00:00:00Z,22:00:00,Tuesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,NA,YU/BD,0,Miscellaneous Other
2019-01-01T00:00:00Z,22:25:00,Tuesday,SPADINA YUS,PUTIJ,0,0,N,YU,5496,Insulated Joint Related Problem
2019-01-01T00:00:00Z,23:02:00,Tuesday,ISLINGTON,PUSI,0,0,E,BD,5084,Signals or Related Components Failure
2019-01-01T00:00:00Z,23:35:00,Tuesday,BLOOR DANFORTH SUBWAY,MUGD,0,0,NA,BD,0,Miscellaneous General Delays
2019-01-02T00:00:00Z,00:30:00,Wednesday,SPADINA YUS,PUTIJ,0,0,N,YU,5826,Insulated Joint Related Problem
2019-01-02T00:00:00Z,00:44:00,Wednesday,YUS/BD/SHEPPARD SUBWAY,MUGD,0,0,NA,YU,0,Miscellaneous General Delays
2019-01-02T00:00:00Z,01:08:00,Wednesday,FINCH,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-02T00:00:00Z,01:22:00,Wednesday,BLOOR,MUO,0,0,S,YU,5616,Miscellaneous Other
2019-01-02T00:00:00Z,05:17:00,Wednesday,WILSON YARD,EUO,0,0,S,YU,5886,RC&S Other
2019-01-02T00:00:00Z,05:51:00,Wednesday,WARDEN,PUSNT,4,0,E,BD,5004,Signal Problem - No Trouble
2019-01-02T00:00:00Z,05:53:00,Wednesday,COXWELL,MUSC,0,0,E,BD,5061,Miscellaneous Speed Control
2019-01-02T00:00:00Z,06:18:00,Wednesday,SHEPPARD WEST,EUDO,4,12,N,YU,5456,Door Problems - Faulty Equipment
2019-01-02T00:00:00Z,06:20:00,Wednesday,CHRISTIE,PUSTS,4,6,E,BD,5158,Signals - Train Stops
2019-01-02T00:00:00Z,06:24:00,Wednesday,GREENWOOD,TUNOA,5,10,E,BD,5280,No Operator Immediately Available
2019-01-02T00:00:00Z,06:26:00,Wednesday,YORK MILLS,MUSC,0,0,S,YU,6051,Miscellaneous Speed Control
2019-01-02T00:00:00Z,06:27:00,Wednesday,WILSON YARD,PUSAC,3,5,S,YU,5871,Signals Axle Counter Block Failure
2019-01-02T00:00:00Z,06:34:00,Wednesday,KENNEDY BD,MUSC,0,0,E,BD,5000,Miscellaneous Speed Control
2019-01-02T00:00:00Z,06:43:00,Wednesday,WILSON,MUSC,5,7,S,YU,5441,Miscellaneous Speed Control
2019-01-02T00:00:00Z,07:03:00,Wednesday,CASTLE FRANK,SUDP,6,8,E,BD,5218,Disorderly Patron
2019-01-02T00:00:00Z,07:04:00,Wednesday,WILSON,MUESA,3,5,N,YU,0,No Operator Immediately Available
2019-01-02T00:00:00Z,07:20:00,Wednesday,WILSON,MUESA,3,5,N,YU,0,No Operator Immediately Available
2019-01-02T00:00:00Z,07:29:00,Wednesday,ISLINGTON,MUSC,0,0,E,BD,5037,Miscellaneous Speed Control
2019-01-02T00:00:00Z,07:48:00,Wednesday,KIPLING,SUDP,3,6,E,BD,5304,Disorderly Patron
2019-01-02T00:00:00Z,07:51:00,Wednesday,WARDEN,MUSC,0,0,W,BD,5024,Miscellaneous Speed Control
2019-01-02T00:00:00Z,08:01:00,Wednesday,SHEPPARD,MUSC,0,0,S,YU,5616,Miscellaneous Speed Control
2019-01-02T00:00:00Z,08:31:00,Wednesday,DAVISVILLE,MUSC,0,0,S,YU,5421,Miscellaneous Speed Control
2019-01-02T00:00:00Z,09:11:00,Wednesday,GLENCAIRN,MUPAA,0,0,N,YU,5426,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,09:29:00,Wednesday,DUNDAS,EUPI,3,5,S,YU,5391,Propulsion System
2019-01-02T00:00:00Z,09:34:00,Wednesday,COLLEGE,PUMEL,0,0,S,YU,0,Escalator/Elevator Incident
2019-01-02T00:00:00Z,10:03:00,Wednesday,SUMMERHILL,TUMVS,0,0,N,YU,5811,Operator Violated Signal
2019-01-02T00:00:00Z,10:50:00,Wednesday,WILSON HOSTLER,MUATC,0,0,S,YU,6016,ATC Project
2019-01-02T00:00:00Z,11:01:00,Wednesday,YORK MILLS,MUIR,3,5,N,YU,5886,Injured or ill Customer (On Train) - Medical Aid Refused
2019-01-02T00:00:00Z,11:17:00,Wednesday,SPADINA YUS,TUMVS,0,0,N,YU,5421,Operator Violated Signal
2019-01-02T00:00:00Z,11:55:00,Wednesday,WARDEN,MUSC,0,0,E,BD,5071,Miscellaneous Speed Control
2019-01-02T00:00:00Z,13:19:00,Wednesday,YONGE SHP,TUSC,0,0,NA,SHP,6181,Operator Overspeeding
2019-01-02T00:00:00Z,13:50:00,Wednesday,FINCH,MUPAA,0,0,S,YU,5951,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,14:23:00,Wednesday,ISLINGTON,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident
2019-01-02T00:00:00Z,14:36:00,Wednesday,SCARB CTR,ERDO,3,8,N,SRT,3027,NA
2019-01-02T00:00:00Z,14:46:00,Wednesday,CHRISTIE,TUSC,0,0,W,BD,5201,Operator Overspeeding
2019-01-02T00:00:00Z,15:31:00,Wednesday,ST GEORGE YUS,SUDP,0,0,S,YU,0,Disorderly Patron
2019-01-02T00:00:00Z,15:32:00,Wednesday,YORK MILLS,TUCC,0,0,N,YU,5811,Transit Control Related Problems
2019-01-02T00:00:00Z,16:01:00,Wednesday,EGLINTON,TUMVS,0,0,S,YU,5896,Operator Violated Signal
2019-01-02T00:00:00Z,16:08:00,Wednesday,ROSEDALE,TUNOA,3,6,S,YU,5896,No Operator Immediately Available
2019-01-02T00:00:00Z,16:39:00,Wednesday,DUNDAS,SUDP,3,6,N,YU,5916,Disorderly Patron
2019-01-02T00:00:00Z,16:48:00,Wednesday,KEELE,MUSC,0,0,W,BD,5152,Miscellaneous Speed Control
2019-01-02T00:00:00Z,17:00:00,Wednesday,BESSARION,MUPAA,5,8,E,SHP,6151,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,17:10:00,Wednesday,SPADINA YUS,PUTIJ,6,9,N,YU,5856,Insulated Joint Related Problem
2019-01-02T00:00:00Z,17:22:00,Wednesday,ISLINGTON,SUDP,11,14,E,BD,5091,Disorderly Patron
2019-01-02T00:00:00Z,17:23:00,Wednesday,ST CLAIR,MUPAA,0,0,N,YU,6066,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,17:39:00,Wednesday,ST GEORGE YUS,PUSNT,0,0,S,YU,5961,Signal Problem - No Trouble
2019-01-02T00:00:00Z,17:48:00,Wednesday,MUSEUM,TUDOE,23,25,N,YU,5941,Doors Open in Error
2019-01-02T00:00:00Z,17:53:00,Wednesday,KIPLING,MUSC,0,0,W,BD,5069,Miscellaneous Speed Control
2019-01-02T00:00:00Z,18:04:00,Wednesday,YONGE BD,MUDD,3,6,W,BD,5246,Door Problems - Debris Related
2019-01-02T00:00:00Z,18:10:00,Wednesday,ISLINGTON,EUSC,0,0,E,BD,5058,Speed Control Equipment
2019-01-02T00:00:00Z,18:12:00,Wednesday,ISLINGTON,TUSC,0,0,E,BD,5058,Operator Overspeeding
2019-01-02T00:00:00Z,18:35:00,Wednesday,JANE,MUPAA,0,0,E,BD,5112,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,18:36:00,Wednesday,YONGE BD,MUPAA,3,6,W,BD,5137,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,19:06:00,Wednesday,YORK MILLS,MUI,9,11,N,YU,6001,Injured or ill Customer (On Train) - Transported
2019-01-02T00:00:00Z,19:30:00,Wednesday,LAWRENCE,MUPAA,0,0,S,YU,5736,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,19:33:00,Wednesday,DUPONT,MUSC,3,6,S,YU,5806,Miscellaneous Speed Control
2019-01-02T00:00:00Z,19:39:00,Wednesday,FINCH,PUTD,21,23,N,YU,5506,Track Level Debris - Controllable
2019-01-02T00:00:00Z,20:37:00,Wednesday,QUEEN'S PARK,MUPAA,4,7,N,YU,5701,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-02T00:00:00Z,20:42:00,Wednesday,LAWRENCE,PUSTS,3,5,S,YU,5676,Signals - Train Stops
2019-01-02T00:00:00Z,20:42:00,Wednesday,YONGE SHP,TUSC,0,0,E,SHP,6166,Operator Overspeeding
2019-01-02T00:00:00Z,21:01:00,Wednesday,ISLINGTON,EUSC,0,0,E,BD,5087,Speed Control Equipment
2019-01-02T00:00:00Z,21:10:00,Wednesday,KIPLING,MUSC,0,0,W,BD,5216,Miscellaneous Speed Control
2019-01-02T00:00:00Z,21:27:00,Wednesday,KIPLING,MUSC,0,0,E,BD,5360,Miscellaneous Speed Control
2019-01-02T00:00:00Z,21:27:00,Wednesday,SPADINA YUS,PUTIJ,3,6,N,YU,5586,Insulated Joint Related Problem
2019-01-02T00:00:00Z,21:42:00,Wednesday,LAWRENCE,TUSC,0,0,S,YU,5991,Operator Overspeeding
2019-01-02T00:00:00Z,21:43:00,Wednesday,OLD MILL,MUSC,0,0,W,BD,5027,Miscellaneous Speed Control
2019-01-02T00:00:00Z,22:00:00,Wednesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,NA,YU/BD,0,Miscellaneous Other
2019-01-02T00:00:00Z,22:11:00,Wednesday,HIGH PARK,MUSC,0,0,W,BD,5126,Miscellaneous Speed Control
2019-01-02T00:00:00Z,22:14:00,Wednesday,ISLINGTON,MUSC,0,0,E,BD,5252,Miscellaneous Speed Control
2019-01-02T00:00:00Z,22:33:00,Wednesday,PIONEER VILLAGE STATIO,PUMEL,0,0,NA,YU,0,Escalator/Elevator Incident
2019-01-02T00:00:00Z,22:36:00,Wednesday,ST CLAIR WEST,SUDP,5,10,S,YU,5481,Disorderly Patron
2019-01-02T00:00:00Z,22:47:00,Wednesday,SPADINA YUS,PUTIJ,3,7,N,YU,5451,Insulated Joint Related Problem
2019-01-02T00:00:00Z,22:49:00,Wednesday,ST GEORGE BD,SUAP,0,0,NA,BD,0,Assault / Patron Involved
2019-01-02T00:00:00Z,22:54:00,Wednesday,ROYAL YORK,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported
2019-01-02T00:00:00Z,23:10:00,Wednesday,ST GEORGE BD,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
2019-01-02T00:00:00Z,23:16:00,Wednesday,ELLESMERE,ERDO,6,11,S,SRT,3004,NA
2019-01-02T00:00:00Z,23:56:00,Wednesday,SPADINA YUS,MUSC,0,0,N,YU,5801,Miscellaneous Speed Control
2019-01-03T00:00:00Z,00:25:00,Thursday,YONGE SHP,MUIS,0,0,NA,SHP,0,Injured or ill Customer (In Station) - Transported
2019-01-03T00:00:00Z,05:37:00,Thursday,ST GEORGE YUS,MUCL,3,6,S,YU,5906,Divisional Clerk Related
2019-01-03T00:00:00Z,06:29:00,Thursday,ST GEORGE BD,PUTIJ,7,12,N,YU,5486,Insulated Joint Related Problem
2019-01-03T00:00:00Z,06:31:00,Thursday,COXWELL,MUSC,0,0,E,BD,5014,Miscellaneous Speed Control
2019-01-03T00:00:00Z,06:42:00,Thursday,FINCH,MUTO,4,6,S,YU,5886,Misc. Transportation Other - Employee Non-Chargeable
2019-01-03T00:00:00Z,06:46:00,Thursday,GREENWOOD,EUSC,0,0,E,BD,5331,Speed Control Equipment
2019-01-03T00:00:00Z,06:48:00,Thursday,KIPLING,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported
2019-01-03T00:00:00Z,06:54:00,Thursday,COXWELL,MUSC,0,0,E,BD,5011,Miscellaneous Speed Control
2019-01-03T00:00:00Z,07:20:00,Thursday,GREENWOOD,EUPI,3,5,E,BD,5369,Propulsion System
2019-01-03T00:00:00Z,07:48:00,Thursday,KENNEDY BD,TUSC,0,0,E,BD,5353,Operator Overspeeding
2019-01-03T00:00:00Z,08:03:00,Thursday,CHESTER,TUSC,3,5,E,BD,5193,Operator Overspeeding
2019-01-03T00:00:00Z,08:34:00,Thursday,DUPONT,EUSC,0,0,N,YU,5421,Speed Control Equipment
2019-01-03T00:00:00Z,09:11:00,Thursday,KIPLING,MUSC,0,0,E,BD,5366,Miscellaneous Speed Control
2019-01-03T00:00:00Z,09:22:00,Thursday,VICTORIA PARK,MUNCA,0,0,NA,BD,0,NA
2019-01-03T00:00:00Z,10:43:00,Thursday,UNION,EUTRD,4,7,N,YU,5761,TR Cab Doors
2019-01-03T00:00:00Z,10:58:00,Thursday,DUNDAS,MUPAA,0,0,N,YU,5956,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-03T00:00:00Z,11:19:00,Thursday,OLD MILL,MUDD,6,9,E,BD,5087,Door Problems - Debris Related
2019-01-03T00:00:00Z,11:51:00,Thursday,BATHURST,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident
2019-01-03T00:00:00Z,12:14:00,Thursday,EGLINTON,PUMEL,0,0,NA,YU,0,Escalator/Elevator Incident
2019-01-03T00:00:00Z,13:17:00,Thursday,ST GEORGE YUS,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-03T00:00:00Z,13:24:00,Thursday,KENNEDY BD,TUSC,0,0,W,BD,5294,Operator Overspeeding
2019-01-03T00:00:00Z,13:27:00,Thursday,BATHURST,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident
2019-01-03T00:00:00Z,13:49:00,Thursday,LAWRENCE,PUSNT,0,0,S,YU,5501,Signal Problem - No Trouble
2019-01-03T00:00:00Z,14:22:00,Thursday,ST GEORGE YUS,PUTIJ,0,0,S,YU,5501,Insulated Joint Related Problem
2019-01-03T00:00:00Z,14:49:00,Thursday,MUSEUM,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-03T00:00:00Z,15:17:00,Thursday,GLENCAIRN,MUATC,0,0,S,YU,5436,ATC Project
2019-01-03T00:00:00Z,16:26:00,Thursday,BLOOR,MUIR,3,6,S,YU,5826,Injured or ill Customer (On Train) - Medical Aid Refused
2019-01-03T00:00:00Z,16:26:00,Thursday,UNION,MUSC,3,6,N,YU,6021,Miscellaneous Speed Control
2019-01-03T00:00:00Z,16:57:00,Thursday,FINCH,TUO,6,8,S,YU,5951,Transportation Department - Other
2019-01-03T00:00:00Z,17:18:00,Thursday,YORK MILLS,EUSC,0,0,S,YU,6051,Speed Control Equipment
2019-01-03T00:00:00Z,17:27:00,Thursday,ST GEORGE YUS,PUTIJ,0,0,N,YU,5766,Insulated Joint Related Problem
2019-01-03T00:00:00Z,17:52:00,Thursday,ST GEORGE YUS,PUTIJ,0,0,S,YU,6051,Insulated Joint Related Problem
2019-01-03T00:00:00Z,18:59:00,Thursday,ST GEORGE YUS,PUTIJ,0,0,N,YU,5741,Insulated Joint Related Problem
2019-01-03T00:00:00Z,19:24:00,Thursday,YORKDALE,SUCOL,0,0,N,YU,5441,Collector Booth Alarm Activated
2019-01-03T00:00:00Z,19:26:00,Thursday,SHEPPARD,MUI,0,0,N,YU,5706,Injured or ill Customer (On Train) - Transported
2019-01-03T00:00:00Z,20:22:00,Thursday,KIPLING,MUSC,0,0,E,BD,5140,Miscellaneous Speed Control
2019-01-03T00:00:00Z,20:32:00,Thursday,DON MILLS,PUSNT,0,0,E,SHP,6166,Signal Problem - No Trouble
2019-01-03T00:00:00Z,20:48:00,Thursday,DON MILLS,PUSNT,0,0,E,SHP,6146,Signal Problem - No Trouble
2019-01-03T00:00:00Z,22:00:00,Thursday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,NA,YU/BD,0,Miscellaneous Other
2019-01-03T00:00:00Z,23:10:00,Thursday,BLOOR DANFORTH SUBWAY,MUGD,0,0,NA,BD,0,Miscellaneous General Delays
2019-01-03T00:00:00Z,23:13:00,Thursday,CHRISTIE,TUSC,0,0,E,NA,5074,Operator Overspeeding
2019-01-03T00:00:00Z,23:18:00,Thursday,ROSEDALE,MUPAA,0,0,S,YU,5926,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,00:13:00,Friday,GLENCAIRN,MUPR1,120,123,N,YU,5881,Priority One - Train in Contact With Person
2019-01-04T00:00:00Z,01:14:00,Friday,FINCH,MUIR,5,10,S,YU,5926,Injured or ill Customer (On Train) - Medical Aid Refused
2019-01-04T00:00:00Z,01:40:00,Friday,SPADINA BD,SUO,5,9,W,BD,5245,Passenger Other
2019-01-04T00:00:00Z,02:14:00,Friday,JANE,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported
2019-01-04T00:00:00Z,02:15:00,Friday,VAUGHAN MC,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-04T00:00:00Z,05:44:00,Friday,FINCH,SUG,4,8,S,YU,5796,Graffiti / Scratchiti
2019-01-04T00:00:00Z,05:54:00,Friday,GREENWOOD,TUNIP,5,11,E,BD,5044,Operator Not In Position
2019-01-04T00:00:00Z,06:10:00,Friday,GREENWOOD,EUSC,0,0,E,BD,5359,Speed Control Equipment
2019-01-04T00:00:00Z,06:17:00,Friday,SHEPPARD,MUSC,0,0,S,YU,5616,Miscellaneous Speed Control
2019-01-04T00:00:00Z,06:19:00,Friday,COXWELL,EUNT,0,0,E,BD,5329,Equipment - No Trouble Found
2019-01-04T00:00:00Z,06:59:00,Friday,WARDEN,PUSIS,3,6,E,BD,5152,Signals Track Weather Related
2019-01-04T00:00:00Z,07:38:00,Friday,JANE,MUSC,0,0,E,BD,5256,Miscellaneous Speed Control
2019-01-04T00:00:00Z,09:12:00,Friday,COXWELL,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident
2019-01-04T00:00:00Z,09:30:00,Friday,PAPE,SUUT,6,9,E,BD,5224,Unauthorized at Track Level
2019-01-04T00:00:00Z,09:56:00,Friday,KENNEDY BD,MUSC,0,0,W,BD,5161,Miscellaneous Speed Control
2019-01-04T00:00:00Z,10:02:00,Friday,JANE,TUSC,0,0,W,BD,5052,Operator Overspeeding
2019-01-04T00:00:00Z,10:55:00,Friday,YORKDALE,TUO,4,8,S,YU,5986,Transportation Department - Other
2019-01-04T00:00:00Z,11:12:00,Friday,FINCH WEST,PUMEL,0,0,NA,YU,0,Escalator/Elevator Incident
2019-01-04T00:00:00Z,11:20:00,Friday,QUEEN,MUIS,9,12,N,YU,6101,Injured or ill Customer (In Station) - Transported
2019-01-04T00:00:00Z,12:15:00,Friday,UNION,SUAP,0,0,NA,YU,0,Assault / Patron Involved
2019-01-04T00:00:00Z,12:39:00,Friday,KENNEDY BD,PUSRA,3,6,W,BD,5361,Subway Radio System Fault
2019-01-04T00:00:00Z,12:47:00,Friday,WARDEN,MUSC,0,0,W,BD,5271,Miscellaneous Speed Control
2019-01-04T00:00:00Z,12:55:00,Friday,DUPONT,MUPAA,0,0,S,YU,5831,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,13:40:00,Friday,UNION,SUO,0,0,NA,YU,0,Passenger Other
2019-01-04T00:00:00Z,15:20:00,Friday,BLOOR,SUDP,5,8,N,YU,6051,Disorderly Patron
2019-01-04T00:00:00Z,15:34:00,Friday,WILSON CARHOUSE,PUMO,0,0,NA,YU,0,Station Other
2019-01-04T00:00:00Z,15:55:00,Friday,ROSEDALE,MUPAA,0,0,N,YU,6001,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,16:21:00,Friday,VICTORIA PARK,MUPAA,0,0,W,BD,5345,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,17:34:00,Friday,YONGE BD,MUIRS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
2019-01-04T00:00:00Z,17:46:00,Friday,BATHURST,MUI,6,9,E,BD,5193,Injured or ill Customer (On Train) - Transported
2019-01-04T00:00:00Z,17:52:00,Friday,DUPONT,MUPAA,3,5,S,YU,5956,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,17:57:00,Friday,EGLINTON WEST,MUPAA,0,0,S,YU,5931,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,18:15:00,Friday,SHEPPARD,TUO,3,5,S,YU,5736,Transportation Department - Other
2019-01-04T00:00:00Z,18:28:00,Friday,ST GEORGE YUS,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported
2019-01-04T00:00:00Z,19:05:00,Friday,NORTH YORK CTR,MUIR,5,7,N,YU,5556,Injured or ill Customer (On Train) - Medical Aid Refused
2019-01-04T00:00:00Z,19:31:00,Friday,ST GEORGE BD,TUSC,0,0,W,BD,5077,Operator Overspeeding
2019-01-04T00:00:00Z,19:33:00,Friday,ROSEDALE,MUI,13,16,S,YU,5651,Injured or ill Customer (On Train) - Transported
2019-01-04T00:00:00Z,20:32:00,Friday,FINCH,TUSC,0,0,S,YU,6021,Operator Overspeeding
2019-01-04T00:00:00Z,21:06:00,Friday,WARDEN,PUSNT,0,0,E,BD,5331,Signal Problem - No Trouble
2019-01-04T00:00:00Z,22:00:00,Friday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,NA,YU/BD,0,Miscellaneous Other
2019-01-04T00:00:00Z,22:16:00,Friday,QUEEN,MUPAA,4,9,S,YU,5836,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-04T00:00:00Z,23:06:00,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,NA,BD,0,Miscellaneous General Delays
2019-01-05T00:00:00Z,00:02:00,Saturday,DUNDAS WEST,MUPAA,0,0,E,BD,5252,Passenger Assistance Alarm Activated - No Trouble Found
2019-01-05T00:00:00Z,03:52:00,Saturday,WELLBECK EMERGENCY,SUO,0,0,B,SHP,5000,Passenger Other
2019-01-05T00:00:00Z,05:58:00,Saturday,KENNEDY BD,TUO,3,8,W,BD,5290,Transportation Department - Other
2019-01-05T00:00:00Z,06:00:00,Saturday,DAVISVILLE,EUBO,5,10,N,YU,5986,Body
2019-01-05T00:00:00Z,07:33:00,Saturday,DUPONT,MUSC,0,0,S,YU,5721,Miscellaneous Speed Control
2019-01-05T00:00:00Z,08:11:00,Saturday,CASTLE FRANK,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
2019-01-05T00:00:00Z,11:14:00,Saturday,DUNDAS WEST,TUSC,0,0,W,BD,5257,Operator Overspeeding
2019-01-05T00:00:00Z,12:10:00,Saturday,VICTORIA PARK,PUSTC,3,8,E,BD,5044,Signals - Track Circuit Problems
